Level 17 Age-Composition Residual Diagnostics
=============================================

Interpretation
--------------
Residuals are observed minus predicted age-composition proportions after
propagating the fitted initial numbers and recruitment deviations. Large
fleet/year/age patterns indicate where the age-composition likelihood is
driving compensation through recruitment, initial numbers, or selectivity.

Rows
----
year,fleet,age,observed,predicted,residual,abs_residual
2001,longline,1,2e-08,5.34421574687144e-06,-5.32421574687144e-06,5.32421574687144e-06
2001,longline,2,2.12e-06,4.74947532270568e-05,-4.53747532270568e-05,4.53747532270568e-05
2001,longline,3,0.00012188,0.0004015891206259,-0.0002797091206259,0.0002797091206259
2001,longline,4,0.00306002,0.00332016198565297,-0.000260141985652971,0.000260141985652971
2001,longline,5,0.03361977,0.0283373731750867,0.00528239682491335,0.00528239682491335
2001,longline,6,0.16163849,0.189206171478796,-0.0275676814787959,0.0275676814787959
2001,longline,7,0.34007423,0.364106572583571,-0.0240323425835706,0.0240323425835706
2001,longline,8,0.31309896,0.24263069812192,0.0704682618780799,0.0704682618780799
2001,longline,9,0.12614454,0.100209833095606,0.0259347069043936,0.0259347069043936
2001,longline,10,0.02223997,0.0717347614697672,-0.0494947914697672,0.0494947914697672
2001,purse_seine,1,0.19500212,0.480072027452535,-0.285069907452535,0.285069907452535
2001,purse_seine,2,0.42353396,0.296426552900439,0.127107407099561,0.127107407099561
2001,purse_seine,3,0.30375569,0.148036865916156,0.155718824083844,0.155718824083844
2001,purse_seine,4,0.07193626,0.0551170429157509,0.0168192170842491,0.0168192170842491
2001,purse_seine,5,0.00562547,0.0152249457768447,-0.00959947577684469,0.00959947577684469
2001,purse_seine,6,0.00014526,0.00380984041124209,-0.00366458041124209,0.00366458041124209
2001,purse_seine,7,1.24e-06,0.000961748421016217,-0.000960508421016217,0.000960508421016217
2001,purse_seine,8,0,0.000274817062039564,-0.000274817062039564,0.000274817062039564
2001,purse_seine,9,0,5.60970213048742e-05,-5.60970213048742e-05,5.60970213048742e-05
2001,purse_seine,10,0,2.00621226705013e-05,-2.00621226705013e-05,2.00621226705013e-05
2002,longline,1,1.99999998e-08,4.9611372430624e-06,-4.9411372432624e-06,4.9411372432624e-06
2002,longline,2,2.0499999795e-06,4.15209674911034e-05,-3.94709675116034e-05,3.94709675116034e-05
2002,longline,3,0.0001184299988157,0.000368960876600296,-0.000250530877784596,0.000250530877784596
2002,longline,4,0.0029929299700707,0.00319356312595636,-0.000200633155885659,0.000200633155885659
2002,longline,5,0.0330979796690202,0.0264538177237501,0.00664416194527016,0.00664416194527016
2002,longline,6,0.160171418398286,0.17554586569338,-0.0153744472950941,0.0153744472950941
2002,longline,7,0.339193546608065,0.332062042182256,0.00713150442580895,0.00713150442580895
2002,longline,8,0.314332336856677,0.234258684000246,0.080073652856431,0.080073652856431
2002,longline,9,0.127470438725296,0.134093068894663,-0.00662263016936737,0.00662263016936737
2002,longline,10,0.0226208497737915,0.093977515398415,-0.0713566656246235,0.0713566656246235
2002,purse_seine,1,0.194280648057194,0.488223951551269,-0.293943303494075,0.293943303494075
2002,purse_seine,2,0.423199145768009,0.283892783975481,0.139306361792528,0.139306361792528
2002,purse_seine,3,0.304401876955981,0.148999112496126,0.155402764459855,0.155402764459855
2002,purse_seine,4,0.0722998092770019,0.0580787903580112,0.0142210189189907,0.0142210189189907
2002,purse_seine,5,0.0056704099432959,0.015570406210916,-0.00989999626762015,0.00989999626762015
2002,purse_seine,6,0.0001468499985315,0.00387237593765909,-0.00372552593912759,0.00372552593912759
2002,purse_seine,7,1.2599999874e-06,0.000960876603524011,-0.000959616603536611,0.000959616603536611
2002,purse_seine,8,0,0.000290675926081475,-0.000290675926081475,0.000290675926081475
2002,purse_seine,9,0,8.22339617758949e-05,-8.22339617758949e-05,8.22339617758949e-05
2002,purse_seine,10,0,2.87929791565524e-05,-2.87929791565524e-05,2.87929791565524e-05
2003,longline,1,1e-08,4.78405119601068e-06,-4.77405119601068e-06,4.77405119601068e-06
2003,longline,2,1.98e-06,3.97994946849571e-05,-3.78194946849571e-05,3.78194946849571e-05
2003,longline,3,0.00011508,0.000333054250830892,-0.000217974250830892,0.000217974250830892
2003,longline,4,0.00292717,0.00302960994795726,-0.00010243994795726,0.00010243994795726
2003,longline,5,0.03258263,0.0262734693179345,0.00630916068206555,0.00630916068206555
2003,longline,6,0.15870965,0.169212408715701,-0.0105027587157012,0.0105027587157012
2003,longline,7,0.33829803,0.318117365213942,0.0201806647860579,0.0201806647860579
2003,longline,8,0.31555461,0.220596821033767,0.0949577889662329,0.0949577889662329
2003,longline,9,0.12880376,0.133680824718523,-0.00487706471852306,0.00487706471852306
2003,longline,10,0.02300708,0.128711863255463,-0.105704783255463,0.105704783255463
2003,purse_seine,1,0.19356058,0.494001226083263,-0.300440646083263,0.300440646083263
2003,purse_seine,2,0.42286186,0.285534648298489,0.137327211701511,0.137327211701511
2003,purse_seine,3,0.30504745,0.141127846082552,0.163919603917448,0.163919603917448
2003,purse_seine,4,0.07266471,0.0578126855136491,0.0148520244863509,0.0148520244863509
2003,purse_seine,5,0.00571567,0.0162264448437864,-0.0105107748437864,0.0105107748437864
2003,purse_seine,6,0.00014846,0.00391663844753903,-0.00376817844753903,0.00376817844753903
2003,purse_seine,7,1.27e-06,0.000965895470093283,-0.000964625470093283,0.000964625470093283
2003,purse_seine,8,0,0.00028721491130817,-0.00028721491130817,0.00028721491130817
2003,purse_seine,9,0,8.60217686841072e-05,-8.60217686841072e-05,8.60217686841072e-05
2003,purse_seine,10,0,4.13785806350237e-05,-4.13785806350237e-05,4.13785806350237e-05
2004,longline,1,1e-08,4.66172379170044e-06,-4.65172379170044e-06,4.65172379170044e-06
2004,longline,2,1.91e-06,3.88444397863586e-05,-3.69344397863586e-05,3.69344397863586e-05
2004,longline,3,0.00011181,0.000323118483352776,-0.000211308483352776,0.000211308483352776
2004,longline,4,0.00286271,0.00276794915926877,9.47608407312291e-05,9.47608407312291e-05
2004,longline,5,0.03207369,0.0252269858625807,0.00684670413741928,0.00684670413741928
2004,longline,6,0.15725327,0.170097527807344,-0.0128442578073441,0.0128442578073441
2004,longline,7,0.33738781,0.310359973270361,0.0270278367296389,0.0270278367296389
2004,longline,8,0.31676562,0.213896717126573,0.102868902873427,0.102868902873427
2004,longline,9,0.13014445,0.127411724476238,0.00273272552376197,0.00273272552376197
2004,longline,10,0.02339872,0.149872497650703,-0.126473777650703,0.126473777650703
2004,purse_seine,1,0.19284192,0.495921038613026,-0.303079118613026,0.303079118613026
2004,purse_seine,2,0.42252208,0.287107082815334,0.135414997184666,0.135414997184666
2004,purse_seine,3,0.3056924,0.141056570521665,0.164635829478335,0.164635829478335
2004,purse_seine,4,0.07303098,0.0544162138292884,0.0186147661707116,0.0186147661707116
2004,purse_seine,5,0.00576125,0.0160511112493948,-0.0102898612493948,0.0102898612493948
2004,purse_seine,6,0.00015008,0.00405614118680722,-0.00390606118680722,0.00390606118680722
2004,purse_seine,7,1.29e-06,0.000970827891732692,-0.000969537891732692,0.000969537891732692
2004,purse_seine,8,0,0.000286909969685887,-0.000286909969685887,0.000286909969685887
2004,purse_seine,9,0,8.44660980332749e-05,-8.44660980332749e-05,8.44660980332749e-05
2004,purse_seine,10,0,4.96378250323753e-05,-4.96378250323753e-05,4.96378250323753e-05
2005,longline,1,1.00000001e-08,4.57756268116354e-06,-4.56756268106354e-06,4.56756268106354e-06
2005,longline,2,1.8400000184e-06,3.81566611459911e-05,-3.63166611275911e-05,3.63166611275911e-05
2005,longline,3,0.0001086300010863,0.000317909780749049,-0.000209279779662749,0.000209279779662749
2005,longline,4,0.0027995200279952,0.0027070464823863,9.24735456088962e-05,9.24735456088962e-05
2005,longline,5,0.031571100315711,0.0232341900811627,0.00833691023454835,0.00833691023454835
2005,longline,6,0.155802371558024,0.164640518573764,-0.00883814701574001,0.00883814701574001
2005,longline,7,0.33646304336463,0.314501182924327,0.0219618604403032,0.0219618604403032
2005,longline,8,0.317965213179652,0.210364877418883,0.107600335760769,0.107600335760769
2005,longline,9,0.131492441314924,0.12453890610048,0.00695353521444474,0.00695353521444474
2005,longline,10,0.0237958302379583,0.159652634414421,-0.135856804176463,0.135856804176463
2005,purse_seine,1,0.192124681921247,0.496347016197558,-0.304222334276311,0.304222334276311
2005,purse_seine,2,0.422179814221798,0.287455438650146,0.134724375571652,0.134724375571652
2005,purse_seine,3,0.306336703063367,0.141455725077759,0.164880977985608,0.164880977985608
2005,purse_seine,4,0.0733986207339862,0.0542439173921947,0.0191547033417915,0.0191547033417915
2005,purse_seine,5,0.0058071600580716,0.0150678885625018,-0.00926072850443022,0.00926072850443022
2005,purse_seine,6,0.0001517100015171,0.00400162979342657,-0.00384991979190947,0.00384991979190947
2005,purse_seine,7,1.3100000131e-06,0.00100272984906433,-0.00100141984905123,0.00100141984905123
2005,purse_seine,8,0,0.000287607278562515,-0.000287607278562515,0.000287607278562515
2005,purse_seine,9,0,8.4151760418831e-05,-8.4151760418831e-05,8.4151760418831e-05
2005,purse_seine,10,0,5.38954383685441e-05,-5.38954383685441e-05,5.38954383685441e-05
2006,longline,1,1.00000001e-08,4.58574783732623e-06,-4.57574783722623e-06,4.57574783722623e-06
2006,longline,2,1.7800000178e-06,3.81907713857164e-05,-3.64107713679164e-05,3.64107713679164e-05
2006,longline,3,0.0001055400010554,0.000318306638014125,-0.000212766636958725,0.000212766636958725
2006,longline,4,0.002737600027376,0.00271480164771566,2.27983796603445e-05,2.27983796603445e-05
2006,longline,5,0.0310748103107481,0.0231614340496776,0.00791337626107046,0.00791337626107046
2006,longline,6,0.154357061543571,0.154560745117926,-0.000203683574355407,0.000203683574355407
2006,longline,7,0.335523843355238,0.310285377974548,0.0252384653806907,0.0252384653806907
2006,longline,8,0.319153213191532,0.217285183074414,0.101868030117118,0.101868030117118
2006,longline,9,0.132847681328477,0.124845951157098,0.00800173017137849,0.00800173017137849
2006,longline,10,0.0241984602419846,0.166785423821383,-0.142586963579398,0.142586963579398
2006,purse_seine,1,0.191408848085912,0.496647035634959,-0.305238187549047,0.305238187549047
2006,purse_seine,2,0.421835055781649,0.287372467607545,0.134462588174105,0.134462588174105
2006,purse_seine,3,0.306980366930196,0.141464965273712,0.165515401656484,0.165515401656484
2006,purse_seine,4,0.0737676292623237,0.0543350409966916,0.0194325882656321,0.0194325882656321
2006,purse_seine,5,0.005853399941466,0.0150029571582099,-0.00914955721674389,0.00914955721674389
2006,purse_seine,6,0.0001533699984663,0.00375219972597958,-0.00359882972751328,0.00359882972751328
2006,purse_seine,7,1.3299999867e-06,0.000988119641506784,-0.000986789641520084,0.000986789641520084
2006,purse_seine,8,0,0.00029671760541828,-0.00029671760541828,0.00029671760541828
2006,purse_seine,9,0,8.42595593307996e-05,-8.42595593307996e-05,8.42595593307996e-05
2006,purse_seine,10,0,5.62367966475045e-05,-5.62367966475045e-05,5.62367966475045e-05
2007,longline,1,1.00000001e-08,4.66425251345856e-06,-4.65425251335856e-06,4.65425251335856e-06
2007,longline,2,1.7200000172e-06,3.879641540054e-05,-3.707641538334e-05,3.707641538334e-05
2007,longline,3,0.0001025300010253,0.00032306585601782,-0.00022053585499252,0.00022053585499252
2007,longline,4,0.002676900026769,0.00275636807017737,-7.94680434083712e-05,7.94680434083712e-05
2007,longline,5,0.0305847903058479,0.0235540252741823,0.00703076503166564,0.00703076503166564
2007,longline,6,0.152917431529174,0.156240784309623,-0.00332335278044865,0.00332335278044865
2007,longline,7,0.334570373345704,0.295380001166421,0.0391903721792832,0.0391903721792832
2007,longline,8,0.320329473203295,0.217383431220088,0.102946041983207,0.102946041983207
2007,longline,9,0.134210121342101,0.130764134424139,0.00344598691796202,0.00344598691796202
2007,longline,10,0.0246066502460665,0.173554729011438,-0.148948078765372,0.148948078765372
2007,purse_seine,1,0.19069444,0.497066671477771,-0.306372231477771,0.306372231477771
2007,purse_seine,2,0.42148783,0.287258732633966,0.134229097366034,0.134229097366034
2007,purse_seine,3,0.30762337,0.141282761598109,0.166340608401891,0.166340608401891
2007,purse_seine,4,0.074138,0.0542842719989184,0.0198537280010816,0.0198537280010816
2007,purse_seine,5,0.00589997,0.0150131378742918,-0.00911316787429179,0.00911316787429179
2007,purse_seine,6,0.00015504,0.00373229589886527,-0.00357725589886527,0.00357725589886527
2007,purse_seine,7,1.35e-06,0.00092560186793786,-0.00092425186793786,0.00092425186793786
2007,purse_seine,8,0,0.000292102016566345,-0.000292102016566345,0.000292102016566345
2007,purse_seine,9,0,8.68416920905169e-05,-8.68416920905169e-05,8.68416920905169e-05
2007,purse_seine,10,0,5.75829414830973e-05,-5.75829414830973e-05,5.75829414830973e-05
2008,longline,1,9.9999998e-09,4.73678414282084e-06,-4.72678414302084e-06,4.72678414302084e-06
2008,longline,2,1.6599999668e-06,3.93255394411542e-05,-3.76655394743542e-05,3.76655394743542e-05
2008,longline,3,9.9599998008e-05,0.000327066026623794,-0.000227466028615794,0.000227466028615794
2008,longline,4,0.0026174299476514,0.00278800648399729,-0.000170576536345887,0.000170576536345887
2008,longline,5,0.0301009693979806,0.0238328207511384,0.00626814864684219,0.00626814864684219
2008,longline,6,0.151483586970328,0.158345346721702,-0.00686175975137421,0.00686175975137421
2008,longline,7,0.333602763327945,0.297568872292784,0.0360338910351604,0.0360338910351604
2008,longline,8,0.321493833570123,0.206232649267198,0.115261184302926,0.115261184302926
2008,longline,9,0.135579677288406,0.130375556193486,0.00520412109492011,0.00520412109492011
2008,longline,10,0.0250204694995906,0.180485619939486,-0.155465150439895,0.155465150439895
2008,purse_seine,1,0.189981461899815,0.497708086369726,-0.307726624469911,0.307726624469911
2008,purse_seine,2,0.421138134211381,0.287087868208762,0.134050266002619,0.134050266002619
2008,purse_seine,3,0.308265693082657,0.141023685938185,0.167242007144472,0.167242007144472
2008,purse_seine,4,0.0745097507450975,0.0541363659720317,0.0203733847730658,0.0203733847730658
2008,purse_seine,5,0.0059468700594687,0.0149775333507271,-0.0090306632912584,0.0090306632912584
2008,purse_seine,6,0.0001567300015673,0.00372945589024733,-0.00357272588868003,0.00357272588868003
2008,purse_seine,7,1.3600000136e-06,0.000919367497560957,-0.000918007497547357,0.000918007497547357
2008,purse_seine,8,0,0.000273227273842903,-0.000273227273842903,0.000273227273842903
2008,purse_seine,9,0,8.53678453597257e-05,-8.53678453597257e-05,8.53678453597257e-05
2008,purse_seine,10,0,5.90416535577198e-05,-5.90416535577198e-05,5.90416535577198e-05
2009,longline,1,1e-08,4.80105792608931e-06,-4.79105792608931e-06,4.79105792608931e-06
2009,longline,2,1.6e-06,3.97417199762249e-05,-3.81417199762249e-05,3.81417199762249e-05
2009,longline,3,9.675e-05,0.000329905042122923,-0.000233155042122924,0.000233155042122924
2009,longline,4,0.00255914,0.00280872088561229,-0.000249580885612285,0.000249580885612285
2009,longline,5,0.02962331,0.0239884642947806,0.00563484570521936,0.00563484570521936
2009,longline,6,0.15005561,0.159435873514973,-0.00938026351497306,0.00938026351497306
2009,longline,7,0.33262117,0.300101954810413,0.0325192151895873,0.0325192151895873
2009,longline,8,0.32264615,0.206744641582343,0.115901508417657,0.115901508417657
2009,longline,9,0.1369563,0.123082861884487,0.0138734381155133,0.0138734381155133
2009,longline,10,0.02543996,0.183463035207367,-0.158023075207367,0.158023075207367
2009,purse_seine,1,0.1892699,0.49870338437563,-0.30943348437563,0.30943348437563
2009,purse_seine,2,0.42078597,0.286814482942032,0.133971487057968,0.133971487057968
2009,purse_seine,3,0.30890734,0.140624129420451,0.168283210579549,0.168283210579549
2009,purse_seine,4,0.07488287,0.0539160628089348,0.0209668071910652,0.0209668071910652
2009,purse_seine,5,0.0059941,0.0149032697270106,-0.00890916972701063,0.00890916972701063
2009,purse_seine,6,0.00015844,0.00371227791851634,-0.00355383791851634,0.00355383791851634
2009,purse_seine,7,1.38e-06,0.000916610310762483,-0.000915230310762483,0.000915230310762483
2009,purse_seine,8,0,0.000270779110588653,-0.000270779110588653,0.000270779110588653
2009,purse_seine,9,0,7.96727850610985e-05,-7.96727850610985e-05,7.96727850610985e-05
2009,purse_seine,10,0,5.9330601012997e-05,-5.9330601012997e-05,5.9330601012997e-05
2010,longline,1,1.00000001e-08,4.8715064032534e-06,-4.8615064031534e-06,4.8615064031534e-06
2010,longline,2,1.5400000154e-06,4.01672260367956e-05,-3.86272260213956e-05,3.86272260213956e-05
2010,longline,3,9.39700009397e-05,0.000332454911242859,-0.000238484910303159,0.000238484910303159
2010,longline,4,0.0025020200250202,0.00282510069193397,-0.000323080666913771,0.000323080666913771
