section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00229082640127949,-0.00229080640127949,0.00229080640127949
age_residual,2001,longline,2,2.12e-06,0.00344446936480761,-0.00344234936480761,0.00344234936480761
age_residual,2001,longline,3,0.00012188,0.00507510943977644,-0.00495322943977643,0.00495322943977643
age_residual,2001,longline,4,0.00306002,0.00830169514049299,-0.00524167514049299,0.00524167514049299
age_residual,2001,longline,5,0.03361977,0.0342924304563013,-0.000672660456301322,0.000672660456301322
age_residual,2001,longline,6,0.16163849,0.151616476369711,0.010022013630289,0.010022013630289
age_residual,2001,longline,7,0.34007423,0.33271827596192,0.00735595403807993,0.00735595403807993
age_residual,2001,longline,8,0.31309896,0.29281044153594,0.02028851846406,0.02028851846406
age_residual,2001,longline,9,0.12614454,0.138642964356553,-0.0124984243565527,0.0124984243565527
age_residual,2001,longline,10,0.02223997,0.0308073109732184,-0.00856734097321842,0.00856734097321842
age_residual,2001,purse_seine,1,0.19500212,0.189444936955531,0.00555718304446925,0.00555718304446925
age_residual,2001,purse_seine,2,0.42353396,0.422319233424925,0.00121472657507499,0.00121472657507499
age_residual,2001,purse_seine,3,0.30375569,0.290977119707856,0.0127785702921441,0.0127785702921441
age_residual,2001,purse_seine,4,0.07193626,0.0814271125141681,-0.0094908525141681,0.0094908525141681
age_residual,2001,purse_seine,5,0.00562547,0.0102936155517483,-0.00466814555174826,0.00466814555174826
age_residual,2001,purse_seine,6,0.00014526,0.00312483322626826,-0.00297957322626826,0.00297957322626826
age_residual,2001,purse_seine,7,1.24e-06,0.00147706638627754,-0.00147582638627754,0.00147582638627754
age_residual,2001,purse_seine,8,0,0.000576083882500289,-0.000576083882500289,0.000576083882500289
age_residual,2001,purse_seine,9,0,0.000216708307266205,-0.000216708307266205,0.000216708307266205
age_residual,2001,purse_seine,10,0,0.000143290043459632,-0.000143290043459632,0.000143290043459632
age_residual,2002,longline,1,1.99999998e-08,0.00231651832011923,-0.00231649832011943,0.00231649832011943
age_residual,2002,longline,2,2.0499999795e-06,0.00350264547081503,-0.00350059547083553,0.00350059547083553
age_residual,2002,longline,3,0.0001184299988157,0.00508283931699785,-0.00496440931818215,0.00496440931818215
age_residual,2002,longline,4,0.0029929299700707,0.00826192379088927,-0.00526899382081857,0.00526899382081857
age_residual,2002,longline,5,0.0330979796690202,0.0339955529227169,-0.000897573253696653,0.000897573253696653
age_residual,2002,longline,6,0.160171418398286,0.153957346932876,0.00621407146540948,0.00621407146540948
age_residual,2002,longline,7,0.339193546608065,0.340041360510287,-0.000847813902222216,0.000847813902222216
age_residual,2002,longline,8,0.314332336856677,0.28828760594393,0.0260447309127467,0.0260447309127467
age_residual,2002,longline,9,0.127470438725296,0.135068733933013,-0.0075982952077169,0.0075982952077169
age_residual,2002,longline,10,0.0226208497737915,0.0294854728583562,-0.00686462308456473,0.00686462308456473
age_residual,2002,purse_seine,1,0.194280648057194,0.189807866373274,0.0044727816839191,0.0044727816839191
age_residual,2002,purse_seine,2,0.423199145768009,0.425502739312651,-0.00230359354464238,0.00230359354464238
age_residual,2002,purse_seine,3,0.304401876955981,0.288740333829523,0.0156615431264586,0.0156615431264586
age_residual,2002,purse_seine,4,0.0722998092770019,0.0802917794738388,-0.00799197019683691,0.00799197019683691
age_residual,2002,purse_seine,5,0.0056704099432959,0.0101106582603487,-0.00444024831705283,0.00444024831705283
age_residual,2002,purse_seine,6,0.0001468499985315,0.00314389843780588,-0.00299704843927438,0.00299704843927438
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00149569398779392,-0.00149443398780652,0.00149443398780652
age_residual,2002,purse_seine,8,0,0.000561969546868956,-0.000561969546868956,0.000561969546868956
age_residual,2002,purse_seine,9,0,0.000209180019002179,-0.000209180019002179,0.000209180019002179
age_residual,2002,purse_seine,10,0,0.000135880758893732,-0.000135880758893732,0.000135880758893732
age_residual,2003,longline,1,1e-08,0.00232756515816479,-0.00232755515816479,0.00232755515816479
age_residual,2003,longline,2,1.98e-06,0.00351701686292938,-0.00351503686292938,0.00351503686292938
age_residual,2003,longline,3,0.00011508,0.0051323343990983,-0.0050172543990983,0.0050172543990983
age_residual,2003,longline,4,0.00292717,0.00821631087948011,-0.00528914087948011,0.00528914087948011
age_residual,2003,longline,5,0.03258263,0.0335947352330732,-0.00101210523307315,0.00101210523307315
age_residual,2003,longline,6,0.15870965,0.151551057402935,0.00715859259706511,0.00715859259706511
age_residual,2003,longline,7,0.33829803,0.342862884214498,-0.00456485421449759,0.00456485421449759
age_residual,2003,longline,8,0.31555461,0.292560553855983,0.0229940561440172,0.0229940561440172
age_residual,2003,longline,9,0.12880376,0.132047125291486,-0.00324336529148586,0.00324336529148586
age_residual,2003,longline,10,0.02300708,0.0281904167023532,-0.00518333670235318,0.00518333670235318
