section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00222992227024862,-0.00222990227024862,0.00222990227024862
age_residual,2001,longline,2,2.12e-06,0.00335338728082201,-0.00335126728082201,0.00335126728082201
age_residual,2001,longline,3,0.00012188,0.004949556497949,-0.004827676497949,0.004827676497949
age_residual,2001,longline,4,0.00306002,0.00816924588456304,-0.00510922588456304,0.00510922588456304
age_residual,2001,longline,5,0.03361977,0.0338258438996499,-0.000206073899649883,0.000206073899649883
age_residual,2001,longline,6,0.16163849,0.149686668952107,0.0119518210478926,0.0119518210478926
age_residual,2001,longline,7,0.34007423,0.329525397311507,0.0105488326884934,0.0105488326884934
age_residual,2001,longline,8,0.31309896,0.293600007837987,0.0194989521620132,0.0194989521620132
age_residual,2001,longline,9,0.12614454,0.143338531299036,-0.0171939912990356,0.0171939912990356
age_residual,2001,longline,10,0.02223997,0.0313214387661308,-0.00908146876613078,0.00908146876613078
age_residual,2001,purse_seine,1,0.19500212,0.189153290180515,0.00584882981948526,0.00584882981948526
age_residual,2001,purse_seine,2,0.42353396,0.421395339468285,0.0021386205317151,0.0021386205317151
age_residual,2001,purse_seine,3,0.30375569,0.291106644263138,0.0126490457368618,0.0126490457368618
age_residual,2001,purse_seine,4,0.07193626,0.082242912138272,-0.010306652138272,0.010306652138272
age_residual,2001,purse_seine,5,0.00562547,0.0104433925007547,-0.00481792250075473,0.00481792250075473
age_residual,2001,purse_seine,6,0.00014526,0.00317280682797367,-0.00302754682797367,0.00302754682797367
age_residual,2001,purse_seine,7,1.24e-06,0.00150738721356829,-0.00150614721356829,0.00150614721356829
age_residual,2001,purse_seine,8,0,0.000594247876454583,-0.000594247876454583,0.000594247876454583
age_residual,2001,purse_seine,9,0,0.00023175326652341,-0.00023175326652341,0.00023175326652341
age_residual,2001,purse_seine,10,0,0.00015222626451552,-0.00015222626451552,0.00015222626451552
age_residual,2002,longline,1,1.99999998e-08,0.00228277814574739,-0.00228275814574759,0.00228275814574759
age_residual,2002,longline,2,2.0499999795e-06,0.00344667787227112,-0.00344462787229162,0.00344462787229162
age_residual,2002,longline,3,0.0001184299988157,0.00499311679642598,-0.00487468679761028,0.00487468679761028
age_residual,2002,longline,4,0.0029929299700707,0.00814580381875964,-0.00515287384868894,0.00515287384868894
age_residual,2002,longline,5,0.0330979796690202,0.0337370093316978,-0.000639029662677551,0.000639029662677551
age_residual,2002,longline,6,0.160171418398286,0.153272494363168,0.00689892403511794,0.00689892403511794
age_residual,2002,longline,7,0.339193546608065,0.338882776731383,0.000310769876681882,0.000310769876681882
age_residual,2002,longline,8,0.314332336856677,0.288758754778313,0.0255735820783636,0.0255735820783636
age_residual,2002,longline,9,0.127470438725296,0.136124355370266,-0.00865391664497009,0.00865391664497009
