parameter_index,parameter_name,base_log_slope,base_slope,base_objective,step_index,multiplier,log_sel_slope_longline,sel_slope_longline,objective,delta_objective,status,message
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,0,0.4,-0.845496513499634,0.429344130123213,1935.56188547524,20.0235611451087,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,1,0.5,-0.622352962185424,0.536680162654016,1927.79585269279,12.257528362652,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,2,0.6,-0.44003140539147,0.644016195184819,1922.59278941452,7.05446508438126,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,3,0.7,-0.285880725564211,0.751352227715622,1919.15899110973,3.62066677959547,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,4,0.75,-0.21688785407726,0.805020243981024,1917.95082638619,2.41250205605661,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,5,0.8,-0.152349332939689,0.858688260246426,1917.02383849957,1.48551416943997,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,6,0.85,-0.091724711123254,0.912356276511827,1916.34457852059,0.806254190459413,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,7,0.9,-0.0345662972833052,0.966024292777229,1915.88539273371,0.347068403570574,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,8,0.95,0.0195009239869703,1.01969230904263,1915.62315451985,0.0848301897133297,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,9,0.975,0.0454764103902312,1.04652631717533,1915.55966516388,0.0213408337419878,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,10,1,0.070794218374521,1.07336032530803,1915.53832433013,0,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,11,1.025,0.0954868309648925,1.10019433344073,1915.55713395797,0.0188096278391185,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,12,1.05,0.119584382543953,1.12702834157343,1915.61424106454,0.0759167344072011,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,13,1.1,0.166104398178846,1.18069635783884,1915.83657982609,0.298255495953981,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,14,1.15,0.21055616074968,1.23436437410424,1916.19293136648,0.654607036341076,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,15,1.2,0.253115775168475,1.28803239036964,1916.67247192488,1.13414759474472,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,16,1.3,0.333158482842012,1.39536842290044,1917.96423199723,2.42590766709827,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,17,1.4,0.407266454995734,1.50270445543124,1919.64822771103,4.10990338090028,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,18,1.6,0.540797847620257,1.71737652049285,1924.00033558955,8.46201125941093,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,19,1.8,0.65858088327664,1.93204858555446,1929.42669374105,13.888369410919,ok,"ok"
5,init_log_number_dev_age_1,0.0707942183745211,1.07336032530803,1915.53832433013,20,2,0.763941398934466,2.14672065061606,1935.718766911,20.1804425808616,ok,"ok"
