section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00182259879637118,-0.00182257879637118,0.00182257879637118
age_residual,2001,longline,2,2.12e-06,0.00263363583671649,-0.00263151583671649,0.00263151583671649
age_residual,2001,longline,3,0.00012188,0.00376320576789645,-0.00364132576789645,0.00364132576789645
age_residual,2001,longline,4,0.00306002,0.00665624188036146,-0.00359622188036146,0.00359622188036146
age_residual,2001,longline,5,0.03361977,0.0331907920883859,0.000428977911614108,0.000428977911614108
age_residual,2001,longline,6,0.16163849,0.153029726344402,0.00860876365559846,0.00860876365559846
age_residual,2001,longline,7,0.34007423,0.334842007032962,0.00523222296703763,0.00523222296703763
age_residual,2001,longline,8,0.31309896,0.299633667456548,0.0134652925434521,0.0134652925434521
age_residual,2001,longline,9,0.12614454,0.135095626708604,-0.00895108670860387,0.00895108670860387
age_residual,2001,longline,10,0.02223997,0.0293324980877527,-0.0070925280877527,0.0070925280877527
age_residual,2001,purse_seine,1,0.19500212,0.189389857414206,0.00561226258579431,0.00561226258579431
age_residual,2001,purse_seine,2,0.42353396,0.422703765810827,0.000830194189172573,0.000830194189172573
age_residual,2001,purse_seine,3,0.30375569,0.29178825232625,0.0119674376737496,0.0119674376737496
age_residual,2001,purse_seine,4,0.07193626,0.0805558724037377,-0.00861961240373771,0.00861961240373771
age_residual,2001,purse_seine,5,0.00562547,0.0101330643490232,-0.00450759434902317,0.00450759434902317
age_residual,2001,purse_seine,6,0.00014526,0.0030806337379262,-0.0029353737379262,0.0029353737379262
age_residual,2001,purse_seine,7,1.24e-06,0.00145947415360361,-0.00145823415360361,0.00145823415360361
age_residual,2001,purse_seine,8,0,0.000555976157394727,-0.000555976157394727,0.000555976157394727
age_residual,2001,purse_seine,9,0,0.000201804392690694,-0.000201804392690694,0.000201804392690694
age_residual,2001,purse_seine,10,0,0.000131299254340344,-0.000131299254340344,0.000131299254340344
age_residual,2002,longline,1,1.99999998e-08,0.0018169850879536,-0.0018169650879538,0.0018169650879538
age_residual,2002,longline,2,2.0499999795e-06,0.00263786948125689,-0.00263581948127739,0.00263581948127739
age_residual,2002,longline,3,0.0001184299988157,0.00372298775086321,-0.00360455775204751,0.00360455775204751
age_residual,2002,longline,4,0.0029929299700707,0.0065782094787606,-0.0035852795086899,0.0035852795086899
age_residual,2002,longline,5,0.0330979796690202,0.0326132348804759,0.000484744788544281,0.000484744788544281
age_residual,2002,longline,6,0.160171418398286,0.153483979263801,0.00668743913448477,0.00668743913448477
age_residual,2002,longline,7,0.339193546608065,0.338820186781424,0.000373359826640385,0.000373359826640385
age_residual,2002,longline,8,0.314332336856677,0.297536727168957,0.0167956096877201,0.0167956096877201
age_residual,2002,longline,9,0.127470438725296,0.13492762817638,-0.0074571894510844,0.0074571894510844
age_residual,2002,longline,10,0.0226208497737915,0.0278621919301279,-0.0052413421563364,0.0052413421563364
age_residual,2002,purse_seine,1,0.194280648057194,0.189588988309716,0.00469165974747709,0.00469165974747709
age_residual,2002,purse_seine,2,0.423199145768009,0.425137882588093,-0.00193873682008444,0.00193873682008444
age_residual,2002,purse_seine,3,0.304401876955981,0.289866183535261,0.0145356934207208,0.0145356934207208
age_residual,2002,purse_seine,4,0.0722998092770019,0.0799414308399929,-0.00764162156299095,0.00764162156299095
age_residual,2002,purse_seine,5,0.0056704099432959,0.00999800086762599,-0.00432759092433009,0.00432759092433009
age_residual,2002,purse_seine,6,0.0001468499985315,0.00310258311115945,-0.00295573311262795,0.00295573311262795
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00148293411921091,-0.00148167411922351,0.00148167411922351
age_residual,2002,purse_seine,8,0,0.000554373225775262,-0.000554373225775262,0.000554373225775262
age_residual,2002,purse_seine,9,0,0.000202388727229738,-0.000202388727229738,0.000202388727229738
age_residual,2002,purse_seine,10,0,0.000125234675935985,-0.000125234675935985,0.000125234675935985
age_residual,2003,longline,1,1e-08,0.00181252852411441,-0.00181251852411441,0.00181251852411441
age_residual,2003,longline,2,1.98e-06,0.00263097500645645,-0.00262899500645645,0.00262899500645645
age_residual,2003,longline,3,0.00011508,0.00373071714218125,-0.00361563714218125,0.00361563714218125
age_residual,2003,longline,4,0.00292717,0.00651095173481538,-0.00358378173481538,0.00358378173481538
age_residual,2003,longline,5,0.03258263,0.0322459827453875,0.000336647254612549,0.000336647254612549
age_residual,2003,longline,6,0.15870965,0.150883742209467,0.00782590779053258,0.00782590779053258
age_residual,2003,longline,7,0.33829803,0.339984925467432,-0.00168689546743184,0.00168689546743184
age_residual,2003,longline,8,0.31555461,0.301212546592448,0.0143420634075517,0.0143420634075517
age_residual,2003,longline,9,0.12880376,0.134046041349972,-0.00524228134997171,0.00524228134997171
age_residual,2003,longline,10,0.02300708,0.0269415892277258,-0.00393450922772578,0.00393450922772578
age_residual,2003,purse_seine,1,0.19356058,0.189493563661597,0.00406701633840301,0.00406701633840301
age_residual,2003,purse_seine,2,0.42286186,0.424855350186131,-0.00199349018613088,0.00199349018613088
age_residual,2003,purse_seine,3,0.30504745,0.291035612960504,0.0140118370394959,0.0140118370394959
age_residual,2003,purse_seine,4,0.07266471,0.0792787075580449,-0.00661399755804491,0.00661399755804491
age_residual,2003,purse_seine,5,0.00571567,0.00990473308375213,-0.00418906308375213,0.00418906308375213
age_residual,2003,purse_seine,6,0.00014846,0.00305598126954464,-0.00290752126954464,0.00290752126954464
age_residual,2003,purse_seine,7,1.27e-06,0.00149093980183286,-0.00148966980183286,0.00148966980183286
age_residual,2003,purse_seine,8,0,0.000562318783713089,-0.000562318783713089,0.000562318783713089
age_residual,2003,purse_seine,9,0,0.000201459287374493,-0.000201459287374493,0.000201459287374493
age_residual,2003,purse_seine,10,0,0.000121333407505835,-0.000121333407505835,0.000121333407505835
age_residual,2004,longline,1,1e-08,0.00181304576075741,-0.00181303576075741,0.00181303576075741
age_residual,2004,longline,2,1.91e-06,0.00263969701713668,-0.00263778701713668,0.00263778701713668
age_residual,2004,longline,3,0.00011181,0.00374248108621272,-0.00363067108621272,0.00363067108621272
age_residual,2004,longline,4,0.00286271,0.00656219397473179,-0.00369948397473179,0.00369948397473179
age_residual,2004,longline,5,0.03207369,0.032100830353274,-2.71403532739883e-05,2.71403532739883e-05
age_residual,2004,longline,6,0.15725327,0.150047256224902,0.00720601377509755,0.00720601377509755
age_residual,2004,longline,7,0.33738781,0.336157596852341,0.00123021314765898,0.00123021314765898
age_residual,2004,longline,8,0.31676562,0.303995611458369,0.0127700085416315,0.0127700085416315
age_residual,2004,longline,9,0.13014445,0.136486702567512,-0.00634225256751175,0.00634225256751175
age_residual,2004,longline,10,0.02339872,0.0264545847047635,-0.00305586470476349,0.00305586470476349
age_residual,2004,purse_seine,1,0.19284192,0.188993409770857,0.00384851022914293,0.00384851022914293
age_residual,2004,purse_seine,2,0.42252208,0.425017421616167,-0.00249534161616727,0.00249534161616727
age_residual,2004,purse_seine,3,0.3056924,0.291099666671508,0.0145927333284917,0.0145927333284917
age_residual,2004,purse_seine,4,0.07303098,0.0796690118572226,-0.0066380318572226,0.0066380318572226
age_residual,2004,purse_seine,5,0.00576125,0.00983131716798661,-0.00407006716798661,0.00407006716798661
age_residual,2004,purse_seine,6,0.00015008,0.00303015316192134,-0.00288007316192134,0.00288007316192134
age_residual,2004,purse_seine,7,1.29e-06,0.0014698454052565,-0.0014685554052565,0.0014685554052565
age_residual,2004,purse_seine,8,0,0.000565854961986633,-0.000565854961986633,0.000565854961986633
age_residual,2004,purse_seine,9,0,0.000204527600586534,-0.000204527600586534,0.000204527600586534
age_residual,2004,purse_seine,10,0,0.000118791786506988,-0.000118791786506988,0.000118791786506988
age_residual,2005,longline,1,1.00000001e-08,0.00181785947100211,-0.00181784947100201,0.00181784947100201
age_residual,2005,longline,2,1.8400000184e-06,0.00265252431781772,-0.00265068431779932,0.00265068431779932
age_residual,2005,longline,3,0.0001086300010863,0.00377205789678357,-0.00366342789569727,0.00366342789569727
age_residual,2005,longline,4,0.0027995200279952,0.00661298795780062,-0.00381346792980542,0.00381346792980542
age_residual,2005,longline,5,0.031571100315711,0.0325014121391695,-0.00093031182345845,0.00093031182345845
age_residual,2005,longline,6,0.155802371558024,0.150054866264029,0.0057475052939944,0.0057475052939944
age_residual,2005,longline,7,0.33646304336463,0.335822599001803,0.000640444362827619,0.000640444362827619
age_residual,2005,longline,8,0.317965213179652,0.301947862597976,0.0160173505816764,0.0160173505816764
age_residual,2005,longline,9,0.131492441314924,0.138377657508376,-0.00688521619345139,0.00688521619345139
age_residual,2005,longline,10,0.0237958302379583,0.0264401728452427,-0.00264434260728439,0.00264434260728439
age_residual,2005,purse_seine,1,0.192124681921247,0.188439056842524,0.00368562507872297,0.00368562507872297
