i,j,fd_nonzero,fd_value,abs_fd_value,band_distance
1,1,yes,45.9000339958493,45.9000339958493,0
1,2,yes,-25.7530855307664,25.7530855307664,1
1,3,yes,0.874154260088744,0.874154260088744,2
1,4,yes,0.797125743190463,0.797125743190463,3
1,5,yes,0.692013557568316,0.692013557568316,4
1,6,yes,0.577234082754785,0.577234082754785,5
1,7,yes,0.468466154757152,0.468466154757152,6
1,8,yes,0.373790243202166,0.373790243202166,7
1,9,yes,0.297308133667684,0.297308133667684,8
1,10,yes,0.234597763437705,0.234597763437705,9
1,11,yes,0.183132087272497,0.183132087272497,10
1,12,yes,0.140902400858067,0.140902400858067,11
1,13,yes,0.106041220249153,0.106041220249153,12
1,14,yes,0.0769640351450107,0.0769640351450107,13
1,15,yes,0.0533015409587279,0.0533015409587279,14
1,16,yes,0.0344137163210689,0.0344137163210689,15
1,17,yes,0.0200055083610096,0.0200055083610096,16
1,18,yes,0.0097536201337789,0.0097536201337789,17
1,19,yes,0.00319442250429347,0.00319442250429347,18
2,1,yes,-25.7530855307664,25.7530855307664,1
2,2,yes,61.5960537686533,61.5960537686533,0
2,3,yes,-25.7022430005804,25.7022430005804,1
2,4,yes,0.915737352613633,0.915737352613633,2
2,5,yes,0.824293699963619,0.824293699963619,3
2,6,yes,0.705445835080809,0.705445835080809,4
2,7,yes,0.581523984521937,0.581523984521937,5
2,8,yes,0.467096938905343,0.467096938905343,6
2,9,yes,0.368803299011233,0.368803299011233,7
2,10,yes,0.290346058307023,0.290346058307023,8
2,11,yes,0.226410890036277,0.226410890036277,9
2,12,yes,0.17414905073565,0.17414905073565,10
2,13,yes,0.131066535402624,0.131066535402624,11
2,14,yes,0.0951391854187023,0.0951391854187023,12
2,15,yes,0.0658955556787078,0.0658955556787078,13
2,16,yes,0.0425471213816309,0.0425471213816309,14
2,17,yes,0.0247339926318091,0.0247339926318091,15
2,18,yes,0.0120591536756365,0.0120591536756365,16
2,19,yes,0.00394937416103858,0.00394937416103858,17
3,1,yes,0.874154260088744,0.874154260088744,2
3,2,yes,-25.7022430005804,25.7022430005804,1
3,3,yes,61.3438899677021,61.3438899677021,0
3,4,yes,-25.6526341502195,25.6526341502195,1
3,5,yes,0.952826439970522,0.952826439970522,2
3,6,yes,0.846862846515251,0.846862846515251,3
3,7,yes,0.716316783666571,0.716316783666571,4
3,8,yes,0.584393866631672,0.584393866631672,5
3,9,yes,0.464572380565187,0.464572380565187,6
3,10,yes,0.363093555222349,0.363093555222349,7
3,11,yes,0.282473777701853,0.282473777701853,8
3,12,yes,0.217021600690259,0.217021600690259,9
3,13,yes,0.163269930908427,0.163269930908427,10
3,14,yes,0.118511422897427,0.118511422897427,11
3,15,yes,0.0820913115262556,0.0820913115262556,12
3,16,yes,0.0530086197159108,0.0530086197159108,13
3,17,yes,0.0308167713569674,0.0308167713569674,14
3,18,yes,0.0150249590546991,0.0150249590546991,15
3,19,yes,0.00492086371650657,0.00492086371650657,16
4,1,yes,0.797125743190463,0.797125743190463,3
4,2,yes,0.915737352613633,0.915737352613633,2
4,3,yes,-25.6526341502195,25.6526341502195,1
4,4,yes,61.1296925967508,61.1296925967508,0
4,5,yes,-25.6123689368337,25.6123689368337,1
4,6,yes,0.98046566421317,0.98046566421317,2
4,7,yes,0.862282512059664,0.862282512059664,3
4,8,yes,0.722001480824019,0.722001480824019,4
4,9,yes,0.583207970805688,0.583207970805688,5
4,10,yes,0.45914383406398,0.45914383406398,6
4,11,yes,0.354762974552614,0.354762974552614,7
4,12,yes,0.271920441718976,0.271920441718976,8
4,13,yes,0.204321892738335,0.204321892738335,9
4,14,yes,0.148238044062055,0.148238044062055,10
4,15,yes,0.102671826596179,0.102671826596179,11
4,16,yes,0.0663012755808268,0.0663012755808268,12
4,17,yes,0.0385472986863533,0.0385472986863533,13
4,18,yes,0.0187947435392744,0.0187947435392744,14
4,19,yes,0.00615543171988975,0.00615543171988975,15
5,1,yes,0.692013557568316,0.692013557568316,4
5,2,yes,0.824293699963619,0.824293699963619,3
5,3,yes,0.952826439970522,0.952826439970522,2
5,4,yes,-25.6123689368337,25.6123689368337,1
5,5,yes,60.9549204000359,60.9549204000359,0
5,6,yes,-25.5847821151178,25.5847821151178,1
5,7,yes,0.997356153220608,0.997356153220608,2
5,8,yes,0.869116689727889,0.869116689727889,3
5,9,yes,0.720983450719359,0.720983450719359,4
5,10,yes,0.57720903612335,0.57720903612335,5
5,11,yes,0.44964263423708,0.44964263423708,6
5,12,yes,0.34256011360867,0.34256011360867,7
5,13,yes,0.256816434784923,0.256816434784923,8
5,14,yes,0.186090964859886,0.186090964859886,9
5,15,yes,0.128817490008259,0.128817490008259,10
5,16,yes,0.0831706259418752,0.0831706259418752,11
5,17,yes,0.04835492006805,0.04835492006805,12
5,18,yes,0.0235777619650435,0.0235777619650435,13
5,19,yes,0.00772200081655683,0.00772200081655683,14
6,1,yes,0.577234082754785,0.577234082754785,5
6,2,yes,0.705445835080809,0.705445835080809,4
6,3,yes,0.846862846515251,0.846862846515251,3
6,4,yes,0.98046566421317,0.98046566421317,2
6,5,yes,-25.5847821151178,25.5847821151178,1
6,6,yes,60.8129042234395,60.8129042234395,0
6,7,yes,-25.5697711892822,25.5697711892822,1
6,8,yes,1.0034252539981,1.0034252539981,2
6,9,yes,0.867108695956631,0.867108695956631,3
6,10,yes,0.713570713628542,0.713570713628542,4
6,11,yes,0.565975177835298,0.565975177835298,5
6,12,yes,0.435259472908456,0.435259472908456,6
6,13,yes,0.324684457098101,0.324684457098101,7
6,14,yes,0.234778241292588,0.234778241292588,8
6,15,yes,0.162322244534607,0.162322244534607,9
6,16,yes,0.104741459949764,0.104741459949764,10
6,17,yes,0.0608824990422363,0.0608824990422363,11
6,18,yes,0.0296848767789015,0.0296848767789015,12
6,19,yes,0.00972271152477333,0.00972271152477333,13
7,1,yes,0.468466154757152,0.468466154757152,6
7,2,yes,0.581523984521937,0.581523984521937,5
7,3,yes,0.716316783666571,0.716316783666571,4
7,4,yes,0.862282512059664,0.862282512059664,3
7,5,yes,0.997356153220608,0.997356153220608,2
7,6,yes,-25.5697711892822,25.5697711892822,1
7,7,yes,60.689945513559,60.689945513559,0
7,8,yes,-25.5664737380812,25.5664737380812,1
7,9,yes,0.999279947677678,0.999279947677678,2
7,10,yes,0.857225224137892,0.857225224137892,3
7,11,yes,0.699753321953267,0.699753321953267,4
7,12,yes,0.548796919019878,0.548796919019878,5
7,13,yes,0.413932355058932,0.413932355058932,6
7,14,yes,0.29819791080854,0.29819791080854,7
7,15,yes,0.205798578178928,0.205798578178928,8
7,16,yes,0.132650157524949,0.132650157524949,9
7,17,yes,0.0770622676782295,0.0770622676782295,10
7,18,yes,0.037564973354165,0.037564973354165,11
7,19,yes,0.0123028698340022,0.0123028698340022,12
8,1,yes,0.373790243202166,0.373790243202166,7
8,2,yes,0.467096938905343,0.467096938905343,6
8,3,yes,0.584393866631672,0.584393866631672,5
8,4,yes,0.722001480824019,0.722001480824019,4
8,5,yes,0.869116689727889,0.869116689727889,3
8,6,yes,1.0034252539981,1.0034252539981,2
8,7,yes,-25.5664737380812,25.5664737380812,1
8,8,yes,60.5815138499111,60.5815138499111,0
8,9,yes,-25.5740379984104,25.5740379984104,1
8,10,yes,0.985878756409875,0.985878756409875,2
8,11,yes,0.839343528014069,0.839343528014069,3
8,12,yes,0.678398492937049,0.678398492937049,4
8,13,yes,0.522838661254355,0.522838661254355,5
8,14,yes,0.381664122528491,0.381664122528491,6
8,15,yes,0.262764743297339,0.262764743297339,7
8,16,yes,0.169130487392977,0.169130487392977,8
8,17,yes,0.0981692949153512,0.0981692949153512,9
8,18,yes,0.0478324935215824,0.0478324935215824,10
8,19,yes,0.0156624935243599,0.0156624935243599,11
9,1,yes,0.297308133667684,0.297308133667684,8
9,2,yes,0.368803299011233,0.368803299011233,7
9,3,yes,0.464572380565187,0.464572380565187,6
9,4,yes,0.583207970805688,0.583207970805688,5
9,5,yes,0.720983450719359,0.720983450719359,4
9,6,yes,0.867108695956631,0.867108695956631,3
9,7,yes,0.999279947677678,0.999279947677678,2
9,8,yes,-25.5740379984104,25.5740379984104,1
9,9,yes,60.4888420241423,60.4888420241423,0
9,10,yes,-25.5920223679595,25.5920223679595,1
9,11,yes,0.962522506142705,0.962522506142705,2
9,12,yes,0.811501088548994,0.811501088548994,3
9,13,yes,0.645501962992512,0.645501962992512,4
9,14,yes,0.48257629003956,0.48257629003956,5
9,15,yes,0.337586847365401,0.337586847365401,6
9,16,yes,0.217029594296037,0.217029594296037,7
9,17,yes,0.12585452680014,0.12585452680014,8
9,18,yes,0.061286264951832,0.061286264951832,9
9,19,yes,0.0200621741441864,0.0200621741441864,10
10,1,yes,0.234597763437705,0.234597763437705,9
10,2,yes,0.290346058307023,0.290346058307023,8
10,3,yes,0.363093555222349,0.363093555222349,7
10,4,yes,0.45914383406398,0.45914383406398,6
10,5,yes,0.57720903612335,0.57720903612335,5
10,6,yes,0.713570713628542,0.713570713628542,4
10,7,yes,0.857225224137892,0.857225224137892,3
10,8,yes,0.985878756409875,0.985878756409875,2
10,9,yes,-25.5920223679595,25.5920223679595,1
10,10,yes,60.4089798628138,60.4089798628138,0
10,11,yes,-25.6221035499493,25.6221035499493,1
10,12,yes,0.926002918788527,0.926002918788527,2
10,13,yes,0.768222818692266,0.768222818692266,3
10,14,yes,0.593623639133511,0.593623639133511,4
10,15,yes,0.426511093110093,0.426511093110093,5
10,16,yes,0.279618816989569,0.279618816989569,6
10,17,yes,0.162117785862392,0.162117785862392,7
10,18,yes,0.0789086129771022,0.0789086129771022,8
10,19,yes,0.025824320459833,0.025824320459833,9
11,1,yes,0.183132087272497,0.183132087272497,10
11,2,yes,0.226410890036277,0.226410890036277,9
11,3,yes,0.282473777701853,0.282473777701853,8
11,4,yes,0.354762974552614,0.354762974552614,7
11,5,yes,0.44964263423708,0.44964263423708,6
11,6,yes,0.565975177835298,0.565975177835298,5
11,7,yes,0.699753321953267,0.699753321953267,4
11,8,yes,0.839343528014069,0.839343528014069,3
11,9,yes,0.962522506142705,0.962522506142705,2
11,10,yes,-25.6221035499493,25.6221035499493,1
11,11,yes,60.343114682837,60.343114682837,0
11,12,yes,-25.6692109346091,25.6692109346091,1
11,13,yes,0.868983107693566,0.868983107693566,2
11,14,yes,0.699822066962952,0.699822066962952,3
11,15,yes,0.520714316110116,0.520714316110116,4
11,16,yes,0.35181919599836,0.35181919599836,5
11,17,yes,0.209089989766653,0.209089989766653,6
11,18,yes,0.101823260933998,0.101823260933998,7
11,19,yes,0.0333223226789414,0.0333223226789414,8
12,1,yes,0.140902400858067,0.140902400858067,11
12,2,yes,0.17414905073565,0.17414905073565,10
12,3,yes,0.217021600690259,0.217021600690259,9
12,4,yes,0.271920441718976,0.271920441718976,8
12,5,yes,0.34256011360867,0.34256011360867,7
12,6,yes,0.435259472908456,0.435259472908456,6
12,7,yes,0.548796919019878,0.548796919019878,5
12,8,yes,0.678398492937049,0.678398492937049,4
12,9,yes,0.811501088548994,0.811501088548994,3
12,10,yes,0.926002918788527,0.926002918788527,2
12,11,yes,-25.6692109346091,25.6692109346091,1
12,12,yes,60.2911704561393,60.2911704561393,0
12,13,yes,-25.7431048922285,25.7431048922285,1
12,14,yes,0.778988251681767,0.778988251681767,2
12,15,yes,0.603862915227182,0.603862915227182,3
12,16,yes,0.423290913431629,0.423290913431629,4
12,17,yes,0.260363286486154,0.260363286486154,5
12,18,yes,0.131161748129216,0.131161748129216,6
12,19,yes,0.0429610125252111,0.0429610125252111,7
13,1,yes,0.106041220249153,0.106041220249153,12
13,2,yes,0.131066535402624,0.131066535402624,11
13,3,yes,0.163269930908427,0.163269930908427,10
13,4,yes,0.204321892738335,0.204321892738335,9
13,5,yes,0.256816434784923,0.256816434784923,8
13,6,yes,0.324684457098101,0.324684457098101,7
13,7,yes,0.413932355058932,0.413932355058932,6
13,8,yes,0.522838661254355,0.522838661254355,5
13,9,yes,0.645501962992512,0.645501962992512,4
13,10,yes,0.768222818692266,0.768222818692266,3
13,11,yes,0.868983107693566,0.868983107693566,2
13,12,yes,-25.7431048922285,25.7431048922285,1
13,13,yes,60.2539330429863,60.2539330429863,0
13,14,yes,-25.8594118562883,25.8594118562883,1
13,15,yes,0.653629150804136,0.653629150804136,2
13,16,yes,0.476630290791036,0.476630290791036,3
13,17,yes,0.304390468386373,0.304390468386373,4
13,18,yes,0.159440460834048,0.159440460834048,5
13,19,yes,0.0551457546293932,0.0551457546293932,6
14,1,yes,0.0769640351450107,0.0769640351450107,13
14,2,yes,0.0951391854187023,0.0951391854187023,12
14,3,yes,0.118511422897427,0.118511422897427,11
14,4,yes,0.148238044062055,0.148238044062055,10
14,5,yes,0.186090964859886,0.186090964859886,9
14,6,yes,0.234778241292588,0.234778241292588,8
14,7,yes,0.29819791080854,0.29819791080854,7
14,8,yes,0.381664122528491,0.381664122528491,6
14,9,yes,0.48257629003956,0.48257629003956,5
14,10,yes,0.593623639133511,0.593623639133511,4
14,11,yes,0.699822066962952,0.699822066962952,3
14,12,yes,0.778988251681767,0.778988251681767,2
14,13,yes,-25.8594118562883,25.8594118562883,1
14,14,yes,60.2278255712463,60.2278255712463,0
14,15,yes,-26.0202741131366,26.0202741131366,1
14,16,yes,0.489159823757745,0.489159823757745,2
14,17,yes,0.322853210832363,0.322853210832363,3
14,18,yes,0.174135728059355,0.174135728059355,4
14,19,yes,0.0615525408420581,0.0615525408420581,5
15,1,yes,0.0533015409587279,0.0533015409587279,14
15,2,yes,0.0658955556787078,0.0658955556787078,13
15,3,yes,0.0820913115262556,0.0820913115262556,12
15,4,yes,0.102671826596179,0.102671826596179,11
15,5,yes,0.128817490008259,0.128817490008259,10
15,6,yes,0.162322244534607,0.162322244534607,9
15,7,yes,0.205798578178928,0.205798578178928,8
15,8,yes,0.262764743297339,0.262764743297339,7
15,9,yes,0.337586847365401,0.337586847365401,6
15,10,yes,0.426511093110093,0.426511093110093,5
15,11,yes,0.520714316110116,0.520714316110116,4
15,12,yes,0.603862915227182,0.603862915227182,3
15,13,yes,0.653629150804136,0.653629150804136,2
15,14,yes,-26.0202741131366,26.0202741131366,1
15,15,yes,60.2148446660067,60.2148446660067,0
15,16,yes,-26.2040870779856,26.2040870779856,1
15,17,yes,0.316747517103977,0.316747517103977,2
15,18,yes,0.176981806987442,0.176981806987442,3
15,19,yes,0.0646691589167858,0.0646691589167858,4
16,1,yes,0.0344137163210689,0.0344137163210689,15
16,2,yes,0.0425471213816309,0.0425471213816309,14
16,3,yes,0.0530086197159108,0.0530086197159108,13
16,4,yes,0.0663012755808268,0.0663012755808268,12
16,5,yes,0.0831706259418752,0.0831706259418752,11
16,6,yes,0.104741459949764,0.104741459949764,10
16,7,yes,0.132650157524949,0.132650157524949,9
16,8,yes,0.169130487392977,0.169130487392977,8
16,9,yes,0.217029594296037,0.217029594296037,7
16,10,yes,0.279618816989569,0.279618816989569,6
16,11,yes,0.35181919599836,0.35181919599836,5
16,12,yes,0.423290913431629,0.423290913431629,4
16,13,yes,0.476630290791036,0.476630290791036,3
16,14,yes,0.489159823757745,0.489159823757745,2
16,15,yes,-26.2040870779856,26.2040870779856,1
16,16,yes,60.2195150634088,60.2195150634088,0
16,17,yes,-26.3851454462838,26.3851454462838,1
16,18,yes,0.163300661881749,0.163300661881749,2
16,19,yes,0.0618930684481711,0.0618930684481711,3
17,1,yes,0.0200055083610096,0.0200055083610096,16
17,2,yes,0.0247339926318091,0.0247339926318091,15
17,3,yes,0.0308167713569674,0.0308167713569674,14
17,4,yes,0.0385472986863533,0.0385472986863533,13
17,5,yes,0.04835492006805,0.04835492006805,12
17,6,yes,0.0608824990422363,0.0608824990422363,11
17,7,yes,0.0770622676782295,0.0770622676782295,10
17,8,yes,0.0981692949153512,0.0981692949153512,9
17,9,yes,0.12585452680014,0.12585452680014,8
17,10,yes,0.162117785862392,0.162117785862392,7
17,11,yes,0.209089989766653,0.209089989766653,6
17,12,yes,0.260363286486154,0.260363286486154,5
17,13,yes,0.304390468386373,0.304390468386373,4
17,14,yes,0.322853210832363,0.322853210832363,3
17,15,yes,0.316747517103977,0.316747517103977,2
17,16,yes,-26.3851454462838,26.3851454462838,1
17,17,yes,60.2491752488277,60.2491752488277,0
17,18,yes,-26.5319428649491,26.5319428649491,1
17,19,yes,0.0531219512822645,0.0531219512822645,2
18,1,yes,0.0097536201337789,0.0097536201337789,17
18,2,yes,0.0120591536756365,0.0120591536756365,16
18,3,yes,0.0150249590546991,0.0150249590546991,15
18,4,yes,0.0187947435392744,0.0187947435392744,14
18,5,yes,0.0235777619650435,0.0235777619650435,13
18,6,yes,0.0296848767789015,0.0296848767789015,12
18,7,yes,0.037564973354165,0.037564973354165,11
18,8,yes,0.0478324935215824,0.0478324935215824,10
18,9,yes,0.061286264951832,0.061286264951832,9
18,10,yes,0.0789086129771022,0.0789086129771022,8
18,11,yes,0.101823260933998,0.101823260933998,7
18,12,yes,0.131161748129216,0.131161748129216,6
18,13,yes,0.159440460834048,0.159440460834048,5
18,14,yes,0.174135728059355,0.174135728059355,4
18,15,yes,0.176981806987442,0.176981806987442,3
18,16,yes,0.163300661881749,0.163300661881749,2
18,17,yes,-26.5319428649491,26.5319428649491,1
18,18,yes,60.3067960014414,60.3067960014414,0
18,19,yes,-26.6264992276888,26.6264992276888,1
19,1,yes,0.00319442250429347,0.00319442250429347,18
19,2,yes,0.00394937416103858,0.00394937416103858,17
19,3,yes,0.00492086371650657,0.00492086371650657,16
19,4,yes,0.00615543171988975,0.00615543171988975,15
19,5,yes,0.00772200081655683,0.00772200081655683,14
19,6,yes,0.00972271152477333,0.00972271152477333,13
19,7,yes,0.0123028698340022,0.0123028698340022,12
19,8,yes,0.0156624935243599,0.0156624935243599,11
19,9,yes,0.0200621741441864,0.0200621741441864,10
19,10,yes,0.025824320459833,0.025824320459833,9
19,11,yes,0.0333223226789414,0.0333223226789414,8
19,12,yes,0.0429610125252111,0.0429610125252111,7
19,13,yes,0.0551457546293932,0.0551457546293932,6
19,14,yes,0.0615525408420581,0.0615525408420581,5
19,15,yes,0.0646691589167858,0.0646691589167858,4
19,16,yes,0.0618930684481711,0.0618930684481711,3
19,17,yes,0.0531219512822645,0.0531219512822645,2
19,18,yes,-26.6264992276888,26.6264992276888,1
19,19,yes,60.3803584908746,60.3803584908746,0
19,20,yes,-26.6666667414484,26.6666667414484,1
20,19,yes,-26.6666667414484,26.6666667414484,1
20,20,yes,44.4444452796233,44.4444452796233,0
