section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00110554303110959,-0.00110552303110959,0.00110552303110959
age_residual,2001,longline,2,2.12e-06,0.00153753300280289,-0.00153541300280289,0.00153541300280289
age_residual,2001,longline,3,0.00012188,0.00235545289845053,-0.00223357289845053,0.00223357289845053
age_residual,2001,longline,4,0.00306002,0.00582341105791906,-0.00276339105791906,0.00276339105791906
age_residual,2001,longline,5,0.03361977,0.0314878610563948,0.00213190894360519,0.00213190894360519
age_residual,2001,longline,6,0.16163849,0.155830443752945,0.00580804624705461,0.00580804624705461
age_residual,2001,longline,7,0.34007423,0.353206444845986,-0.0131322148459863,0.0131322148459863
age_residual,2001,longline,8,0.31309896,0.283218162729807,0.0298807972701929,0.0298807972701929
age_residual,2001,longline,9,0.12614454,0.134342887717289,-0.00819834771728914,0.00819834771728914
age_residual,2001,longline,10,0.02223997,0.0310922599072953,-0.00885228990729525,0.00885228990729525
age_residual,2001,purse_seine,1,0.19500212,0.186024887701717,0.00897723229828276,0.00897723229828276
age_residual,2001,purse_seine,2,0.42353396,0.413631671976925,0.00990228802307491,0.00990228802307491
age_residual,2001,purse_seine,3,0.30375569,0.319044952958978,-0.0152892629589779,0.0152892629589779
age_residual,2001,purse_seine,4,0.07193626,0.0685868717609331,0.00334938823906694,0.00334938823906694
age_residual,2001,purse_seine,5,0.00562547,0.00811414677316719,-0.00248867677316719,0.00248867677316719
age_residual,2001,purse_seine,6,0.00014526,0.00250762369167822,-0.00236236369167822,0.00236236369167822
age_residual,2001,purse_seine,7,1.24e-06,0.00124842277980722,-0.00124718277980722,0.00124718277980722
age_residual,2001,purse_seine,8,0,0.000530547961097121,-0.000530547961097121,0.000530547961097121
age_residual,2001,purse_seine,9,0,0.000191744947694829,-0.000191744947694829,0.000191744947694829
age_residual,2001,purse_seine,10,0,0.000119129448002083,-0.000119129448002083,0.000119129448002083
age_residual,2002,longline,1,1.99999998e-08,0.0011219540820338,-0.001121934082034,0.001121934082034
age_residual,2002,longline,2,2.0499999795e-06,0.00153584769687682,-0.00153379769689732,0.00153379769689732
age_residual,2002,longline,3,0.0001184299988157,0.00235093597908971,-0.00223250598027401,0.00223250598027401
age_residual,2002,longline,4,0.0029929299700707,0.00569722570215076,-0.00270429573208006,0.00270429573208006
age_residual,2002,longline,5,0.0330979796690202,0.0316446882852605,0.00145329138375972,0.00145329138375972
age_residual,2002,longline,6,0.160171418398286,0.157677713472171,0.00249370492611467,0.00249370492611467
age_residual,2002,longline,7,0.339193546608065,0.356445232053077,-0.0172516854450124,0.0172516854450124
age_residual,2002,longline,8,0.314332336856677,0.269828788184707,0.0445035486719695,0.0445035486719695
age_residual,2002,longline,9,0.127470438725296,0.143711973024661,-0.0162415342993653,0.0162415342993653
age_residual,2002,longline,10,0.0226208497737915,0.0299856415199721,-0.00736479174618056,0.00736479174618056
age_residual,2002,purse_seine,1,0.194280648057194,0.1887342753102,0.00554637274699346,0.00554637274699346
age_residual,2002,purse_seine,2,0.423199145768009,0.413064417111095,0.0101347286569131,0.0101347286569131
age_residual,2002,purse_seine,3,0.304401876955981,0.318345380599633,-0.0139435036436513,0.0139435036436513
age_residual,2002,purse_seine,4,0.0722998092770019,0.0670821955686439,0.00521761370835803,0.00521761370835803
age_residual,2002,purse_seine,5,0.0056704099432959,0.00815231244381174,-0.00248190250051584,0.00248190250051584
age_residual,2002,purse_seine,6,0.0001468499985315,0.00253665068334525,-0.00238980068481375,0.00238980068481375
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00125952319608921,-0.00125826319610181,0.00125826319610181
age_residual,2002,purse_seine,8,0,0.000505326561664168,-0.000505326561664168,0.000505326561664168
age_residual,2002,purse_seine,9,0,0.000205060729126242,-0.000205060729126242,0.000205060729126242
age_residual,2002,purse_seine,10,0,0.000114857796391272,-0.000114857796391272,0.000114857796391272
age_residual,2003,longline,1,1e-08,0.0011116890328013,-0.0011116790328013,0.0011116790328013
age_residual,2003,longline,2,1.98e-06,0.00155856463527227,-0.00155658463527227,0.00155658463527227
age_residual,2003,longline,3,0.00011508,0.00234823600050767,-0.00223315600050767,0.00223315600050767
age_residual,2003,longline,4,0.00292717,0.00568600239630383,-0.00275883239630383,0.00275883239630383
age_residual,2003,longline,5,0.03258263,0.0309573683876742,0.00162526161232581,0.00162526161232581
age_residual,2003,longline,6,0.15870965,0.158454730916777,0.000254919083223393,0.000254919083223393
age_residual,2003,longline,7,0.33829803,0.36065175594316,-0.0223537259431597,0.0223537259431597
age_residual,2003,longline,8,0.31555461,0.272288756416732,0.0432658535832676,0.0432658535832676
age_residual,2003,longline,9,0.12880376,0.136910693017093,-0.00810693301709314,0.00810693301709314
age_residual,2003,longline,10,0.02300708,0.0300322032536789,-0.00702512325367889,0.00702512325367889
age_residual,2003,purse_seine,1,0.19356058,0.186312451668752,0.00724812833124774,0.00724812833124774
age_residual,2003,purse_seine,2,0.42286186,0.417616179820384,0.00524568017961563,0.00524568017961563
age_residual,2003,purse_seine,3,0.30504745,0.316797945409011,-0.0117504954090114,0.0117504954090114
age_residual,2003,purse_seine,4,0.07266471,0.0667012152529241,0.00596349474707593,0.00596349474707593
age_residual,2003,purse_seine,5,0.00571567,0.0079456035850044,-0.0022299335850044,0.0022299335850044
age_residual,2003,purse_seine,6,0.00014846,0.00253967665550993,-0.00239121665550993,0.00239121665550993
age_residual,2003,purse_seine,7,1.27e-06,0.00126965075707497,-0.00126838075707497,0.00126838075707497
age_residual,2003,purse_seine,8,0,0.00050803825652803,-0.00050803825652803,0.00050803825652803
age_residual,2003,purse_seine,9,0,0.000194629998270816,-0.000194629998270816,0.000194629998270816
age_residual,2003,purse_seine,10,0,0.000114608596539822,-0.000114608596539822,0.000114608596539822
age_residual,2004,longline,1,1e-08,0.00109483216693378,-0.00109482216693378,0.00109482216693378
age_residual,2004,longline,2,1.91e-06,0.00154087077678774,-0.00153896077678774,0.00153896077678774
age_residual,2004,longline,3,0.00011181,0.00237766996388614,-0.00226585996388614,0.00226585996388614
age_residual,2004,longline,4,0.00286271,0.00566684247681223,-0.00280413247681223,0.00280413247681223
age_residual,2004,longline,5,0.03207369,0.0308276778249787,0.00124601217502128,0.00124601217502128
age_residual,2004,longline,6,0.15725327,0.154668397657867,0.00258487234213348,0.00258487234213348
age_residual,2004,longline,7,0.33738781,0.361623054878417,-0.0242352448784168,0.0242352448784168
age_residual,2004,longline,8,0.31676562,0.274889475428728,0.0418761445712716,0.0418761445712716
age_residual,2004,longline,9,0.13014445,0.137851646329697,-0.00770719632969732,0.00770719632969732
age_residual,2004,longline,10,0.02339872,0.029459532495892,-0.00606081249589202,0.00606081249589202
age_residual,2004,purse_seine,1,0.19284192,0.184206959219555,0.00863496078044454,0.00863496078044454
age_residual,2004,purse_seine,2,0.42252208,0.414494376314807,0.0080277036851934,0.0080277036851934
age_residual,2004,purse_seine,3,0.3056924,0.322026870280354,-0.0163344702803538,0.0163344702803538
age_residual,2004,purse_seine,4,0.07303098,0.0667371680934933,0.00629381190650673,0.00629381190650673
age_residual,2004,purse_seine,5,0.00576125,0.00794334810801174,-0.00218209810801174,0.00218209810801174
age_residual,2004,purse_seine,6,0.00015008,0.00248871249515917,-0.00233863249515917,0.00233863249515917
age_residual,2004,purse_seine,7,1.29e-06,0.00127806299602484,-0.00127677299602484,0.00127677299602484
age_residual,2004,purse_seine,8,0,0.000514902198628521,-0.000514902198628521,0.000514902198628521
age_residual,2004,purse_seine,9,0,0.000196736206223574,-0.000196736206223574,0.000196736206223574
age_residual,2004,purse_seine,10,0,0.000112864087742971,-0.000112864087742971,0.000112864087742971
age_residual,2005,longline,1,1.00000001e-08,0.00108647530016431,-0.00108646530016421,0.00108646530016421
age_residual,2005,longline,2,1.8400000184e-06,0.00152914959117215,-0.00152730959115375,0.00152730959115375
age_residual,2005,longline,3,0.0001086300010863,0.00236871330401833,-0.00226008330293203,0.00226008330293203
age_residual,2005,longline,4,0.0027995200279952,0.00578189894575671,-0.00298237891776151,0.00298237891776151
age_residual,2005,longline,5,0.031571100315711,0.0309595358088017,0.00061156450690926,0.00061156450690926
age_residual,2005,longline,6,0.155802371558024,0.1552022058087,0.000600165749323367,0.000600165749323367
age_residual,2005,longline,7,0.33646304336463,0.355690293163366,-0.0192272497987357,0.0192272497987357
age_residual,2005,longline,8,0.317965213179652,0.277744647855836,0.0402205653238158,0.0402205653238158
age_residual,2005,longline,9,0.131492441314924,0.140236120178828,-0.0087436788639032,0.0087436788639032
age_residual,2005,longline,10,0.0237958302379583,0.0294009600433561,-0.00560512980539781,0.00560512980539781
age_residual,2005,purse_seine,1,0.192124681921247,0.183606387857655,0.00851829406359156,0.00851829406359156
