section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00115716173785931,-0.00115714173785931,0.00115714173785931
age_residual,2001,longline,2,2.12e-06,0.00158117838020058,-0.00157905838020058,0.00157905838020058
age_residual,2001,longline,3,0.00012188,0.00231996726819446,-0.00219808726819446,0.00219808726819446
age_residual,2001,longline,4,0.00306002,0.0055156125577532,-0.0024555925577532,0.0024555925577532
age_residual,2001,longline,5,0.03361977,0.0316809625070475,0.00193880749295253,0.00193880749295253
age_residual,2001,longline,6,0.16163849,0.155183548614977,0.00645494138502292,0.00645494138502292
age_residual,2001,longline,7,0.34007423,0.35133407786908,-0.0112598478690801,0.0112598478690801
age_residual,2001,longline,8,0.31309896,0.284185773700189,0.0289131862998114,0.0289131862998114
age_residual,2001,longline,9,0.12614454,0.136194467051125,-0.010049927051125,0.010049927051125
age_residual,2001,longline,10,0.02223997,0.0308472503135742,-0.00860728031357422,0.00860728031357422
age_residual,2001,purse_seine,1,0.19500212,0.186044037215992,0.00895808278400811,0.00895808278400811
age_residual,2001,purse_seine,2,0.42353396,0.414146125916328,0.00938783408367189,0.00938783408367189
age_residual,2001,purse_seine,3,0.30375569,0.318230408861424,-0.0144747188614238,0.0144747188614238
age_residual,2001,purse_seine,4,0.07193626,0.0688211069833708,0.00311515301662922,0.00311515301662922
age_residual,2001,purse_seine,5,0.00562547,0.00815030790819844,-0.00252483790819844,0.00252483790819844
age_residual,2001,purse_seine,6,0.00014526,0.0025204332917124,-0.0023751732917124,0.0023751732917124
age_residual,2001,purse_seine,7,1.24e-06,0.00124733080259938,-0.00124609080259938,0.00124609080259938
age_residual,2001,purse_seine,8,0,0.000527381468650201,-0.000527381468650201,0.000527381468650201
age_residual,2001,purse_seine,9,0,0.000190236676419432,-0.000190236676419432,0.000190236676419432
age_residual,2001,purse_seine,10,0,0.00012263087530577,-0.00012263087530577,0.00012263087530577
age_residual,2002,longline,1,1.99999998e-08,0.00117322714759495,-0.00117320714759515,0.00117320714759515
age_residual,2002,longline,2,2.0499999795e-06,0.00157778305730063,-0.00157573305732113,0.00157573305732113
age_residual,2002,longline,3,0.0001184299988157,0.0023130954821707,-0.002194665483355,0.002194665483355
age_residual,2002,longline,4,0.0029929299700707,0.00539892072810826,-0.00240599075803756,0.00240599075803756
age_residual,2002,longline,5,0.0330979796690202,0.0318274211428544,0.00127055852616582,0.00127055852616582
age_residual,2002,longline,6,0.160171418398286,0.156813920757083,0.00335749764120333,0.00335749764120333
age_residual,2002,longline,7,0.339193546608065,0.354415287755174,-0.015221741147109,0.015221741147109
age_residual,2002,longline,8,0.314332336856677,0.2716192201135,0.0427131167431768,0.0427131167431768
age_residual,2002,longline,9,0.127470438725296,0.145538341033366,-0.0180679023080709,0.0180679023080709
age_residual,2002,longline,10,0.0226208497737915,0.0293227827828487,-0.00670193300905722,0.00670193300905722
age_residual,2002,purse_seine,1,0.194280648057194,0.188748948715902,0.00553169934129161,0.00553169934129161
age_residual,2002,purse_seine,2,0.423199145768009,0.41352404876976,0.00967509699824848,0.00967509699824848
age_residual,2002,purse_seine,3,0.304401876955981,0.317492979920821,-0.0130911029648395,0.0130911029648395
age_residual,2002,purse_seine,4,0.0722998092770019,0.0674086454939934,0.00489116378300854,0.00489116378300854
age_residual,2002,purse_seine,5,0.0056704099432959,0.00819328094430272,-0.00252287100100682,0.00252287100100682
age_residual,2002,purse_seine,6,0.0001468499985315,0.00254856015927059,-0.00240171016073909,0.00240171016073909
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00125908359459596,-0.00125782359460856,0.00125782359460856
age_residual,2002,purse_seine,8,0,0.000504386875382338,-0.000504386875382338,0.000504386875382338
age_residual,2002,purse_seine,9,0,0.00020341967353235,-0.00020341967353235,0.00020341967353235
age_residual,2002,purse_seine,10,0,0.000116645852440123,-0.000116645852440123,0.000116645852440123
age_residual,2003,longline,1,1e-08,0.00116234104568316,-0.00116233104568316,0.00116233104568316
age_residual,2003,longline,2,1.98e-06,0.00160056377510838,-0.00159858377510838,0.00159858377510838
age_residual,2003,longline,3,0.00011508,0.00230939189714834,-0.00219431189714834,0.00219431189714834
age_residual,2003,longline,4,0.00292717,0.0053858755027594,-0.0024587055027594,0.0024587055027594
age_residual,2003,longline,5,0.03258263,0.0311711127860358,0.00141151721396416,0.00141151721396416
age_residual,2003,longline,6,0.15870965,0.157625092114428,0.00108455788557205,0.00108455788557205
age_residual,2003,longline,7,0.33829803,0.358334842275534,-0.0200368122755342,0.0200368122755342
age_residual,2003,longline,8,0.31555461,0.274151309751567,0.0414033002484333,0.0414033002484333
age_residual,2003,longline,9,0.12880376,0.139178849238869,-0.0103750892388686,0.0103750892388686
age_residual,2003,longline,10,0.02300708,0.0290806216128673,-0.00607354161286732,0.00607354161286732
age_residual,2003,purse_seine,1,0.19356058,0.186363756695425,0.00719682330457458,0.00719682330457458
age_residual,2003,purse_seine,2,0.42286186,0.418072797907776,0.00478906209222418,0.00478906209222418
age_residual,2003,purse_seine,3,0.30504745,0.315910200149044,-0.0108627501490439,0.0108627501490439
age_residual,2003,purse_seine,4,0.07266471,0.0670178365992662,0.00564687340073379,0.00564687340073379
age_residual,2003,purse_seine,5,0.00571567,0.00799712983553561,-0.00228145983553561,0.00228145983553561
age_residual,2003,purse_seine,6,0.00014846,0.00255306030870161,-0.00240460030870161,0.00240460030870161
age_residual,2003,purse_seine,7,1.27e-06,0.00126869316732073,-0.00126742316732073,0.00126742316732073
age_residual,2003,purse_seine,8,0,0.000507363299188421,-0.000507363299188421,0.000507363299188421
age_residual,2003,purse_seine,9,0,0.000193871610688645,-0.000193871610688645,0.000193871610688645
age_residual,2003,purse_seine,10,0,0.000115290427053822,-0.000115290427053822,0.000115290427053822
age_residual,2004,longline,1,1e-08,0.00114450056744939,-0.00114449056744939,0.00114449056744939
age_residual,2004,longline,2,1.91e-06,0.00158218530054803,-0.00158027530054803,0.00158027530054803
age_residual,2004,longline,3,0.00011181,0.00233752478398651,-0.00222571478398651,0.00222571478398651
age_residual,2004,longline,4,0.00286271,0.00536529096109493,-0.00250258096109493,0.00250258096109493
age_residual,2004,longline,5,0.03207369,0.0310266264707119,0.00104706352928807,0.00104706352928807
age_residual,2004,longline,6,0.15725327,0.154031342415002,0.00322192758499812,0.00322192758499812
age_residual,2004,longline,7,0.33738781,0.359387253287077,-0.0219994432870768,0.0219994432870768
age_residual,2004,longline,8,0.31676562,0.276566649033346,0.0401989709666537,0.0401989709666537
age_residual,2004,longline,9,0.13014445,0.140163831154792,-0.0100193811547923,0.0100193811547923
age_residual,2004,longline,10,0.02339872,0.0283947960259919,-0.00499607602599189,0.00499607602599189
age_residual,2004,purse_seine,1,0.19284192,0.184269339468033,0.0085725805319668,0.0085725805319668
age_residual,2004,purse_seine,2,0.42252208,0.414997478045132,0.0075246019548682,0.0075246019548682
age_residual,2004,purse_seine,3,0.3056924,0.321093430401562,-0.0154010304015618,0.0154010304015618
age_residual,2004,purse_seine,4,0.07303098,0.0670403939348365,0.00599058606516349,0.00599058606516349
age_residual,2004,purse_seine,5,0.00576125,0.00799329023434419,-0.00223204023434419,0.00223204023434419
age_residual,2004,purse_seine,6,0.00015008,0.00250526692969663,-0.00235518692969663,0.00235518692969663
age_residual,2004,purse_seine,7,1.29e-06,0.00127773095636424,-0.00127644095636424,0.00127644095636424
age_residual,2004,purse_seine,8,0,0.000513969935801863,-0.000513969935801863,0.000513969935801863
age_residual,2004,purse_seine,9,0,0.000196058701314195,-0.000196058701314195,0.000196058701314195
age_residual,2004,purse_seine,10,0,0.000113041392915375,-0.000113041392915375,0.000113041392915375
age_residual,2005,longline,1,1.00000001e-08,0.00113517474896047,-0.00113516474896037,0.00113516474896037
age_residual,2005,longline,2,1.8400000184e-06,0.00156941495015737,-0.00156757495013897,0.00156757495013897
age_residual,2005,longline,3,0.0001086300010863,0.00232776207455093,-0.00221913207346463,0.00221913207346463
age_residual,2005,longline,4,0.0027995200279952,0.00547078776983338,-0.00267126774183818,0.00267126774183818
age_residual,2005,longline,5,0.031571100315711,0.0311364810100919,0.000434619305619121,0.000434619305619121
age_residual,2005,longline,6,0.155802371558024,0.154450512270445,0.00135185928757858,0.00135185928757858
age_residual,2005,longline,7,0.33646304336463,0.353789075611748,-0.017326032247118,0.017326032247118
age_residual,2005,longline,8,0.317965213179652,0.279428977036845,0.0385362361428068,0.0385362361428068
age_residual,2005,longline,9,0.131492441314924,0.142443765042832,-0.0109513237279078,0.0109513237279078
age_residual,2005,longline,10,0.0237958302379583,0.0282480494845348,-0.00445221924657651,0.00445221924657651
age_residual,2005,purse_seine,1,0.192124681921247,0.183658733508868,0.00846594841237905,0.00846594841237905
age_residual,2005,purse_seine,2,0.422179814221798,0.413654443486461,0.00852537073533738,0.00852537073533738
age_residual,2005,purse_seine,3,0.306336703063367,0.321310989948318,-0.0149742868849514,0.0149742868849514
age_residual,2005,purse_seine,4,0.0733986207339862,0.0686918072289061,0.00470681350508007,0.00470681350508007
age_residual,2005,purse_seine,5,0.0058071600580716,0.0080606924136742,-0.0022535323556026,0.0022535323556026
age_residual,2005,purse_seine,6,0.0001517100015171,0.00252432957013453,-0.00237261956861743,0.00237261956861743
age_residual,2005,purse_seine,7,1.3100000131e-06,0.00126395892891221,-0.00126264892889911,0.00126264892889911
age_residual,2005,purse_seine,8,0,0.000521820510845842,-0.000521820510845842,0.000521820510845842
age_residual,2005,purse_seine,9,0,0.000200219052827614,-0.000200219052827614,0.000200219052827614
age_residual,2005,purse_seine,10,0,0.000113005351052232,-0.000113005351052232,0.000113005351052232
age_residual,2006,longline,1,1.00000001e-08,0.00112663947928331,-0.00112662947928321,0.00112662947928321
age_residual,2006,longline,2,1.7800000178e-06,0.00155778341024277,-0.00155600341022497,0.00155600341022497
age_residual,2006,longline,3,0.0001055400010554,0.00231068958864151,-0.00220514958758611,0.00220514958758611
age_residual,2006,longline,4,0.002737600027376,0.00545198698776836,-0.00271438696039236,0.00271438696039236
age_residual,2006,longline,5,0.0310748103107481,0.0317723030120816,-0.000697492701333485,0.000697492701333485
age_residual,2006,longline,6,0.154357061543571,0.155112537674841,-0.000755476131269917,0.000755476131269917
age_residual,2006,longline,7,0.335523843355238,0.355015447541109,-0.0194916041858703,0.0194916041858703
age_residual,2006,longline,8,0.319153213191532,0.275280703355162,0.0438725098363701,0.0438725098363701
age_residual,2006,longline,9,0.132847681328477,0.144024924724352,-0.0111772433958747,0.0111772433958747
age_residual,2006,longline,10,0.0241984602419846,0.0283469842265197,-0.00414852398453506,0.00414852398453506
age_residual,2006,purse_seine,1,0.191408848085912,0.183537742055776,0.00787110603013527,0.00787110603013527
age_residual,2006,purse_seine,2,0.421835055781649,0.413426717148733,0.00840833863291629,0.00840833863291629
age_residual,2006,purse_seine,3,0.306980366930196,0.321159043290188,-0.0141786763599919,0.0141786763599919
age_residual,2006,purse_seine,4,0.0737676292623237,0.068928914883131,0.0048387143791927,0.0048387143791927
age_residual,2006,purse_seine,5,0.005853399941466,0.00828214964351027,-0.00242874970204427,0.00242874970204427
age_residual,2006,purse_seine,6,0.0001533699984663,0.00255267285741567,-0.00239930285894937,0.00239930285894937
age_residual,2006,purse_seine,7,1.3299999867e-06,0.00127710719075286,-0.00127577719076616,0.00127577719076616
age_residual,2006,purse_seine,8,0,0.000517627129193312,-0.000517627129193312,0.000517627129193312
age_residual,2006,purse_seine,9,0,0.00020384082624002,-0.00020384082624002,0.00020384082624002
age_residual,2006,purse_seine,10,0,0.000114184975059116,-0.000114184975059116,0.000114184975059116
age_residual,2007,longline,1,1.00000001e-08,0.00111365743307141,-0.00111364743307131,0.00111364743307131
