section,metric,target,value,extra
summary,r0,,880.956155279395,
summary,m_fixed,,0.45,
summary,equilibrium_total_n,,2431.08331737706,
summary,fitted_total_n,,779.32191931789,
summary,fitted_over_equilibrium_n,,0.320565697500946,
summary,equilibrium_biomass,,56763.0296367014,
summary,fitted_biomass,,77541.5119269665,
summary,fitted_over_equilibrium_bio,,1.3660566115525,
summary,equilibrium_ssb_proxy,,26689.7724868822,
summary,fitted_ssb_proxy,,72226.0026787708,
summary,fitted_over_equilibrium_ssb,,2.70613032442556,
summary,equilibrium_plus_n_share,,0.0174223746394935,
summary,fitted_plus_n_share,,0.00708178759028464,
summary,equilibrium_plus_bio_share,,0.0955106045184708,
summary,fitted_plus_bio_share,,0.00911035903825718,
age,equilibrium_n,age_1,880.956155279395,
age,init_log_dev,age_1,-9.13097786367025,
age,multiplier,age_1,0.000108259670124183,
age,fitted_n,age_1,0.0953720227644162,
age,equilibrium_biomass,age_1,2642.86846583819,
age,fitted_biomass,age_1,0.286116068293249,
age,equilibrium_n_share,age_1,0.362371848378227,
age,fitted_n_share,age_1,0.000122378211622601,
age,equilibrium_biomass_share,age_1,0.0465596794736513,
age,fitted_biomass_share,age_1,3.68984381633841e-06,
age,weight,age_1,3,
age,maturity,age_1,0,
age,equilibrium_n,age_2,561.722444950625,
age,init_log_dev,age_2,-8.27502851455235,
age,multiplier,age_2,0.000254800794904346,
age,fitted_n,age_2,0.143127325489032,
age,equilibrium_biomass,age_2,5617.22444950625,
age,fitted_biomass,age_2,1.43127325489032,
age,equilibrium_n_share,age_2,0.231058491881174,
age,fitted_n_share,age_2,0.000183656229782816,
age,equilibrium_biomass_share,age_2,0.0989592078762883,
age,fitted_biomass_share,age_2,1.8458155113591e-05,
age,weight,age_2,10,
age,maturity,age_2,0,
age,equilibrium_n,age_3,358.17004429833,
age,init_log_dev,age_3,-7.26719642010211,
age,multiplier,age_3,0.000698066337651809,
age,fitted_n,age_3,0.250026451079921,
age,equilibrium_biomass,age_3,7879.74097456326,
age,fitted_biomass,age_3,5.50058192375827,
age,equilibrium_n_share,age_3,0.147329399094708,
age,fitted_n_share,age_3,0.000320825636854613,
age,equilibrium_biomass_share,age_3,0.138818188969048,
age,fitted_biomass_share,age_3,7.09372539568105e-05,
age,weight,age_3,22,
age,maturity,age_3,0.05,
age,equilibrium_n,age_4,228.379303312233,
age,init_log_dev,age_4,-5.81189874279826,
age,multiplier,age_4,0.0029917441233483,
age,fitted_n,age_4,0.683252438578753,
age,equilibrium_biomass,age_4,8678.41352586485,
age,fitted_biomass,age_4,25.9635926659926,
age,equilibrium_n_share,age_4,0.093941372424305,
age,fitted_n_share,age_4,0.000876726833471817,
age,equilibrium_biomass_share,age_4,0.152888483602955,
age,fitted_biomass_share,age_4,0.00033483474877878,
age,weight,age_4,38,
age,maturity,age_4,0.2,
age,equilibrium_n,age_5,145.621073039647,
age,init_log_dev,age_5,-3.67884881231245,
age,multiplier,age_5,0.0252520279328766,
