section,year,fleet,age,observed,predicted,residual,abs_residual
age_residual,2001,longline,1,2e-08,0.00118871765699529,-0.00118869765699529,0.00118869765699529
age_residual,2001,longline,2,2.12e-06,0.00164635693164196,-0.00164423693164196,0.00164423693164196
age_residual,2001,longline,3,0.00012188,0.00232129833902669,-0.00219941833902669,0.00219941833902669
age_residual,2001,longline,4,0.00306002,0.00514044798135938,-0.00208042798135938,0.00208042798135938
age_residual,2001,longline,5,0.03361977,0.0320119798645814,0.00160779013541865,0.00160779013541865
age_residual,2001,longline,6,0.16163849,0.154903288405578,0.00673520159442159,0.00673520159442159
age_residual,2001,longline,7,0.34007423,0.348249276900411,-0.00817504690041071,0.00817504690041071
age_residual,2001,longline,8,0.31309896,0.286106011950398,0.0269929480496024,0.0269929480496024
age_residual,2001,longline,9,0.12614454,0.137809647557592,-0.0116651075575917,0.0116651075575917
age_residual,2001,longline,10,0.02223997,0.0306229744124168,-0.00838300441241683,0.00838300441241683
age_residual,2001,purse_seine,1,0.19500212,0.186080492763177,0.00892162723682319,0.00892162723682319
age_residual,2001,purse_seine,2,0.42353396,0.414459722318242,0.00907423768175791,0.00907423768175791
age_residual,2001,purse_seine,3,0.30375569,0.317708225420962,-0.0139525354209624,0.0139525354209624
age_residual,2001,purse_seine,4,0.07193626,0.0689660687988198,0.00297019120118021,0.00297019120118021
age_residual,2001,purse_seine,5,0.00562547,0.00816773724050076,-0.00254226724050077,0.00254226724050077
age_residual,2001,purse_seine,6,0.00014526,0.00252649609149945,-0.00238123609149945,0.00238123609149945
age_residual,2001,purse_seine,7,1.24e-06,0.00125240467599715,-0.00125116467599715,0.00125116467599715
age_residual,2001,purse_seine,8,0,0.000523313493736899,-0.000523313493736899,0.000523313493736899
age_residual,2001,purse_seine,9,0,0.000189545765822726,-0.000189545765822726,0.000189545765822726
age_residual,2001,purse_seine,10,0,0.000125993431241735,-0.000125993431241735,0.000125993431241735
age_residual,2002,longline,1,1.99999998e-08,0.00120386861664738,-0.00120384861664758,0.00120384861664758
age_residual,2002,longline,2,2.0499999795e-06,0.00164155088679506,-0.00163950088681556,0.00163950088681556
age_residual,2002,longline,3,0.0001184299988157,0.00231210197552042,-0.00219367197670472,0.00219367197670472
age_residual,2002,longline,4,0.0029929299700707,0.00503293431878526,-0.00204000434871456,0.00204000434871456
age_residual,2002,longline,5,0.0330979796690202,0.0321443431253267,0.000953636543693487,0.000953636543693487
age_residual,2002,longline,6,0.160171418398286,0.156293555400212,0.00387786299807369,0.00387786299807369
age_residual,2002,longline,7,0.339193546608065,0.351020409212376,-0.011826862604311,0.011826862604311
age_residual,2002,longline,8,0.314332336856677,0.275275618401346,0.0390567184553303,0.0390567184553303
age_residual,2002,longline,9,0.127470438725296,0.146299969869191,-0.0188295311438952,0.0188295311438952
age_residual,2002,longline,10,0.0226208497737915,0.0287756481938004,-0.0061547984200089,0.0061547984200089
age_residual,2002,purse_seine,1,0.194280648057194,0.188733157105641,0.00554749095155227,0.00554749095155227
age_residual,2002,purse_seine,2,0.423199145768009,0.413865917626836,0.00933322814117216,0.00933322814117216
age_residual,2002,purse_seine,3,0.304401876955981,0.31692132345975,-0.0125194465037692,0.0125194465037692
age_residual,2002,purse_seine,4,0.0722998092770019,0.0676242938448303,0.00467551543217162,0.00467551543217162
age_residual,2002,purse_seine,5,0.0056704099432959,0.00821373630470023,-0.00254332636140433,0.00254332636140433
age_residual,2002,purse_seine,6,0.0001468499985315,0.00255297194311956,-0.00240612194458806,0.00240612194458806
age_residual,2002,purse_seine,7,1.2599999874e-06,0.00126425244794538,-0.00126299244795798,0.00126299244795798
age_residual,2002,purse_seine,8,0,0.000504254374396589,-0.000504254374396589,0.000504254374396589
age_residual,2002,purse_seine,9,0,0.000201523491973763,-0.000201523491973763,0.000201523491973763
age_residual,2002,purse_seine,10,0,0.000118569400805608,-0.000118569400805608,0.000118569400805608
age_residual,2003,longline,1,1e-08,0.00119218547625138,-0.00119217547625138,0.00119217547625138
age_residual,2003,longline,2,1.98e-06,0.00166379677664936,-0.00166181677664936,0.00166181677664936
age_residual,2003,longline,3,0.00011508,0.00230718748589917,-0.00219210748589917,0.00219210748589917
age_residual,2003,longline,4,0.00292717,0.00501698538653549,-0.00208981538653549,0.00208981538653549
age_residual,2003,longline,5,0.03258263,0.0314970876158557,0.00108554238414427,0.00108554238414427
age_residual,2003,longline,6,0.15870965,0.157064718431934,0.00164493156806614,0.00164493156806614
age_residual,2003,longline,7,0.33829803,0.354452750382596,-0.016154720382596,0.016154720382596
age_residual,2003,longline,8,0.31555461,0.277686931140981,0.0378676788590193,0.0378676788590193
age_residual,2003,longline,9,0.12880376,0.140873903595771,-0.0120701435957714,0.0120701435957714
age_residual,2003,longline,10,0.02300708,0.028244453707527,-0.00523737370752702,0.00523737370752702
age_residual,2003,purse_seine,1,0.19356058,0.186390220422041,0.0071703595779592,0.0071703595779592
age_residual,2003,purse_seine,2,0.42286186,0.418326883541386,0.004534976458614,0.004534976458614
age_residual,2003,purse_seine,3,0.30504745,0.315382467720542,-0.0103350177205422,0.0103350177205422
age_residual,2003,purse_seine,4,0.07266471,0.0672255710137241,0.00543913898627588,0.00543913898627588
age_residual,2003,purse_seine,5,0.00571567,0.00802632576972345,-0.00231065576972345,0.00231065576972345
age_residual,2003,purse_seine,6,0.00014846,0.00255854933024526,-0.00241008933024526,0.00241008933024526
age_residual,2003,purse_seine,7,1.27e-06,0.0012731218421617,-0.0012718518421617,0.0012718518421617
age_residual,2003,purse_seine,8,0,0.000507279779991134,-0.000507279779991134,0.000507279779991134
age_residual,2003,purse_seine,9,0,0.00019351836038757,-0.00019351836038757,0.00019351836038757
age_residual,2003,purse_seine,10,0,0.000116062219797997,-0.000116062219797997,0.000116062219797997
age_residual,2004,longline,1,1e-08,0.00117392841731192,-0.00117391841731192,0.00117391841731192
age_residual,2004,longline,2,1.91e-06,0.00164483646762927,-0.00164292646762927,0.00164292646762927
age_residual,2004,longline,3,0.00011181,0.00233446049988913,-0.00222265049988913,0.00222265049988913
age_residual,2004,longline,4,0.00286271,0.00499777214968099,-0.00213506214968099,0.00213506214968099
age_residual,2004,longline,5,0.03207369,0.0313436584127527,0.000730031587247305,0.000730031587247305
age_residual,2004,longline,6,0.15725327,0.153639256632716,0.00361401336728445,0.00361401336728445
age_residual,2004,longline,7,0.33738781,0.355593352724785,-0.0182055427247853,0.0182055427247853
age_residual,2004,longline,8,0.31676562,0.279923356638509,0.0368422633614912,0.0368422633614912
