section,metric,target,value,extra
optimization,objective_value,,216.475980519882,
optimization,gradient_norm,,0.160755797003832,
optimization,max_gradient_parameter,,log_fbar,
optimization,max_gradient_value,,0.123835641337317,
optimization,max_abs_gradient,,0.123835641337317,
optimization,iterations,,105,
optimization,converged,,no,
optimization,message,,stopped before requested fixed-effect gradient tolerance; L-BFGS line search stalled; recovered with gradient restart. attempts=1,
curvature,positive_definite,,yes,
curvature,min_eigenvalue,,8.16326632957498,
curvature,max_eigenvalue,,98.3073762513863,
curvature,condition_number_abs,,12.0426520809722,
spectral_structure,available,,yes,
spectral_structure,largest_eigen_share,,0.302846104603923,
spectral_structure,effective_rank_entropy,,13.1612617324502,
spectral_structure,eigen_count_for_50%,,4,
spectral_structure,eigen_count_for_90%,,17,
spectral_structure,eigen_count_for_95%,,19,
spectral_structure,eigen_count_for_99%,,20,
huu_structure,random_effects,,20,
huu_structure,total_entries,,400,
huu_structure,structural_nonzeros,,362,
huu_structure,structural_density,,0.905,
effective_sparsity,entries_required,90%,184,compression_vs_structural=1.96739130434783
effective_sparsity,entries_required,95%,219,compression_vs_structural=1.65296803652968
effective_sparsity,entries_required,97%,241,compression_vs_structural=1.50207468879668
effective_sparsity,entries_required,98%,256,compression_vs_structural=1.4140625
effective_sparsity,entries_required,99%,280,compression_vs_structural=1.29285714285714
effective_sparsity,entries_required,99.5%,299,compression_vs_structural=1.21070234113712
effective_sparsity,entries_required,99.9%,333,compression_vs_structural=1.08708708708709
effective_sparsity,entries_required,100%,362,compression_vs_structural=1
effective_bandwidth,bandwidth,90%,7,entry_count_if_banded=244
effective_bandwidth,bandwidth,95%,8,entry_count_if_banded=268
effective_bandwidth,bandwidth,97%,9,entry_count_if_banded=290
effective_bandwidth,bandwidth,98%,10,entry_count_if_banded=310
effective_bandwidth,bandwidth,99%,11,entry_count_if_banded=328
effective_bandwidth,bandwidth,99.5%,12,entry_count_if_banded=344
effective_bandwidth,bandwidth,99.9%,14,entry_count_if_banded=370
effective_bandwidth,bandwidth,100%,19,entry_count_if_banded=400
uncertainty,covariance_available,,yes,
uncertainty,correlation_available,,yes,
uncertainty,min_variance,,0.0738471199531734,index=0
uncertainty,max_variance,,0.122499984641817,index=19
uncertainty,max_abs_correlation,,0.296639303750745,pair=0;1
uncertainty,count_abs_corr_gt_0_5,,0,
uncertainty,count_abs_corr_gt_0_8,,0,
uncertainty,count_abs_corr_gt_0_9,,0,
parameter_influence,importance,log_rec_dev_4,19.3363718814515,index=3;sd=0.292448264252671;variance=0.0855259872644001;variance_share=0.0462504684239138;correlation_centrality=0.991105234989488;curvature_column_norm=33.2071594608779;importance_share=0.072958329545805
parameter_influence,importance,log_rec_dev_5,19.1947025518216,index=4;sd=0.29200790261664;variance=0.0852686151905693;variance_share=0.0461112875812874;correlation_centrality=0.987250727240027;curvature_column_norm=33.0776095915841;importance_share=0.0724237950581025
parameter_influence,importance,log_rec_dev_3,18.8561221893137,index=2;sd=0.290770883792883;variance=0.0845477068616945;variance_share=0.0457214370929431;correlation_centrality=0.970916204412568;curvature_column_norm=32.9028340556225;importance_share=0.0711462928556712
parameter_influence,importance,log_rec_dev_6,18.7864993354606,index=5;sd=0.291172545740247;variance=0.0847814513928562;variance_share=0.0458478407090082;correlation_centrality=0.972548558979095;curvature_column_norm=32.7090352419374;importance_share=0.0708835979123553
parameter_influence,importance,log_rec_dev_7,18.354669174233,index=6;sd=0.290713313489432;variance=0.0845142306400049;variance_share=0.0457033339294049;correlation_centrality=0.958347383006791;curvature_column_norm=32.2397680081754;importance_share=0.0692542536173748
parameter_influence,importance,log_rec_dev_8,18.1522040940586,index=7;sd=0.290859187408301;variance=0.0845990668998172;variance_share=0.0457492114092348;correlation_centrality=0.967631096959435;curvature_column_norm=31.7177887149125;importance_share=0.0684903298507321
